test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,mae,0,286,87.762
cx,dual,mae,1,264,88.258
cx,dual,mae,3,220,90.455
cyy,dual,mae,0,220,90.909
cyy,dual,mae,1,198,90.404
cyy,dual,mae,3,154,91.558
myj,dual,mae,0,220,65.909
myj,dual,mae,1,198,78.788
myj,dual,mae,3,154,85.714
qyh,dual,mae,0,241,86.722
qyh,dual,mae,1,219,86.301
qyh,dual,mae,3,175,89.714
zyh,dual,mae,0,198,95.96
zyh,dual,mae,1,176,94.318
zyh,dual,mae,3,132,97.727
