test_subject,method,init,train_samples,val_samples,best_epoch,best_val_acc,final_val_acc,final_val_macro_f1,base_ckpt,pretrained_ckpt,note
sub10,scratch,scratch,1725,433,19,99.769053,98.152425,0.981372,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub10_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
sub10,supLP120,pretrained,1725,433,16,98.383372,97.690531,0.977303,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
sub10,supMAE,pretrained,1725,433,16,99.307159,99.307159,0.992700,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
sub10,mae,pretrained,1725,433,25,98.845266,98.383372,0.982762,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub10_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
sub10,supcon,pretrained,1725,433,24,99.769053,99.769053,0.998176,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub10_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
sub11,scratch,scratch,1699,426,33,99.295775,99.295775,0.993271,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub11_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
sub11,supLP120,pretrained,1699,426,4,98.826291,98.122066,0.981517,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub11_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
sub11,supMAE,pretrained,1699,426,37,99.295775,98.591549,0.986633,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub11_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
sub11,mae,pretrained,1699,426,21,99.765258,97.887324,0.980051,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub11_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
sub11,supcon,pretrained,1699,426,9,99.295775,99.295775,0.991974,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub11_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
sub7,scratch,scratch,1688,424,17,99.056604,98.820755,0.989613,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub7_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
sub7,supLP120,pretrained,1688,424,48,99.056604,97.877358,0.982117,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub7_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
sub7,supMAE,pretrained,1688,424,27,99.292453,98.584906,0.987020,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub7_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
sub7,mae,pretrained,1688,424,31,98.113208,97.405660,0.975878,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub7_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
sub7,supcon,pretrained,1688,424,12,98.584906,96.226415,0.962904,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub7_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
sub8,scratch,scratch,1692,423,43,99.527187,88.179669,0.862384,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub8_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
sub8,supLP120,pretrained,1692,423,17,98.345154,97.163121,0.969309,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub8_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
sub8,supMAE,pretrained,1692,423,23,99.527187,98.817967,0.990146,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N4/models/sub8_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
