test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supMAE,0,286,83.566
cx,dual,supMAE,1,264,85.606
cx,dual,supMAE,3,220,88.182
cyy,dual,supMAE,0,220,79.091
cyy,dual,supMAE,1,198,87.374
cyy,dual,supMAE,3,154,92.208
myj,dual,supMAE,0,220,83.636
myj,dual,supMAE,1,198,88.889
myj,dual,supMAE,3,154,92.857
qyh,dual,supMAE,0,241,81.743
qyh,dual,supMAE,1,219,84.018
qyh,dual,supMAE,3,175,88.0
zyh,dual,supMAE,0,198,88.384
zyh,dual,supMAE,1,176,88.068
zyh,dual,supMAE,3,132,92.424
