test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,scratch,0,286,88.112
cx,dual,scratch,1,264,89.015
cx,dual,scratch,3,220,92.273
cyy,dual,scratch,0,220,90.0
cyy,dual,scratch,1,198,89.899
cyy,dual,scratch,3,154,88.312
myj,dual,scratch,0,220,70.909
myj,dual,scratch,1,198,82.828
myj,dual,scratch,3,154,87.662
qyh,dual,scratch,0,241,87.552
qyh,dual,scratch,1,219,89.041
qyh,dual,scratch,3,175,90.857
zyh,dual,scratch,0,198,96.465
zyh,dual,scratch,1,176,94.886
zyh,dual,scratch,3,132,97.727
