test_subject,method,k,calibration_mode,calib_samples,eval_samples,final_acc,final_macro_f1,best_diag_acc,best_diag_macro_f1,best_diag_epoch,base_ckpt,pretrained_ckpt,calibration_ckpt
cx,scratch,0,none,0,286,46.853147,0.471335,46.853147,0.471335,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_scratch_baseFull_bestVal.pth,,
cx,scratch,1,head_only,22,264,46.969697,0.476255,48.106061,0.491056,2,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_scratch_k1_head_only_last.pth
cx,scratch,3,head_only,66,220,52.272727,0.522354,52.727273,0.533640,19,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_scratch_k3_head_only_last.pth
cx,supLP120,0,none,0,286,45.104895,0.447632,45.104895,0.447632,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,
cx,supLP120,1,head_only,22,264,42.803030,0.423774,46.212121,0.454942,1,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_supLP120_k1_head_only_last.pth
cx,supLP120,3,head_only,66,220,50.000000,0.512369,50.000000,0.511851,22,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_supLP120_k3_head_only_last.pth
cx,supMAE,0,none,0,286,49.300699,0.488714,49.300699,0.488714,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,
cx,supMAE,1,head_only,22,264,44.696970,0.432838,50.757576,0.502201,2,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_supMAE_k1_head_only_last.pth
cx,supMAE,3,head_only,66,220,50.000000,0.496515,53.636364,0.523623,20,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_supMAE_k3_head_only_last.pth
cx,mae,0,none,0,286,50.349650,0.499644,50.349650,0.499644,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,
cx,mae,1,head_only,22,264,50.000000,0.492394,51.515152,0.514378,4,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_mae_k1_head_only_last.pth
cx,mae,3,head_only,66,220,47.727273,0.480249,51.818182,0.519107,3,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_mae_k3_head_only_last.pth
cx,supcon,0,none,0,286,47.902098,0.470853,47.902098,0.470853,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed44/models/cx_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,
