test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supcon,0,286,87.063
cx,dual,supcon,1,264,87.879
cx,dual,supcon,3,220,93.182
cyy,dual,supcon,0,220,89.545
cyy,dual,supcon,1,198,89.899
cyy,dual,supcon,3,154,90.909
myj,dual,supcon,0,220,67.273
myj,dual,supcon,1,198,80.808
myj,dual,supcon,3,154,87.013
qyh,dual,supcon,0,241,87.137
qyh,dual,supcon,1,219,82.648
qyh,dual,supcon,3,175,86.286
zyh,dual,supcon,0,198,91.414
zyh,dual,supcon,1,176,94.886
zyh,dual,supcon,3,132,95.455
