test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supMAE,0,286,4.545
cx,dual,supMAE,1,264,39.015
cx,dual,supMAE,3,220,47.727
cyy,dual,supMAE,0,220,4.545
cyy,dual,supMAE,1,198,33.333
cyy,dual,supMAE,3,154,53.896
myj,dual,supMAE,0,220,5.455
myj,dual,supMAE,1,198,29.293
myj,dual,supMAE,3,154,51.299
qyh,dual,supMAE,0,241,4.149
qyh,dual,supMAE,1,219,28.767
qyh,dual,supMAE,3,175,40.0
zyh,dual,supMAE,0,198,7.576
zyh,dual,supMAE,1,176,36.932
zyh,dual,supMAE,3,132,62.121
