test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supMAE,0,286,88.112
cx,dual,supMAE,1,264,87.5
cx,dual,supMAE,3,220,90.455
cyy,dual,supMAE,0,220,90.0
cyy,dual,supMAE,1,198,91.414
cyy,dual,supMAE,3,154,90.26
myj,dual,supMAE,0,220,69.091
myj,dual,supMAE,1,198,81.313
myj,dual,supMAE,3,154,85.065
qyh,dual,supMAE,0,241,83.817
qyh,dual,supMAE,1,219,88.584
qyh,dual,supMAE,3,175,89.714
zyh,dual,supMAE,0,198,96.465
zyh,dual,supMAE,1,176,93.182
zyh,dual,supMAE,3,132,97.727
