test_subject,method,init,train_samples,val_samples,best_epoch,best_val_acc,final_val_acc,final_val_macro_f1,base_ckpt,pretrained_ckpt,note
s1,scratch,scratch,594,160,53,93.750000,91.875000,0.920639,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s1_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
s1,supLP120,pretrained,594,160,25,96.875000,96.875000,0.969327,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s1_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
s1,supMAE,pretrained,594,160,65,97.500000,96.250000,0.961963,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s1_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
s1,mae,pretrained,594,160,34,99.375000,98.750000,0.987611,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s1_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
s1,supcon,pretrained,594,160,22,98.750000,98.125000,0.981913,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s1_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
s2,scratch,scratch,594,159,63,98.113208,98.113208,0.980690,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s2_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
s2,supLP120,pretrained,594,159,19,96.226415,95.597484,0.953276,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s2_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
s2,supMAE,pretrained,594,159,25,98.742138,98.742138,0.987568,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s2_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
s2,mae,pretrained,594,159,79,94.968553,94.968553,0.949883,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s2_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
s2,supcon,pretrained,594,159,12,96.226415,95.597484,0.956099,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s2_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
s3,scratch,scratch,594,159,39,96.855346,96.226415,0.960839,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s3_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
s3,supLP120,pretrained,594,159,15,96.226415,94.968553,0.947805,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s3_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
s3,supMAE,pretrained,594,159,34,98.113208,96.855346,0.967067,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s3_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
s3,mae,pretrained,594,159,21,97.484277,96.226415,0.961956,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s3_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
s3,supcon,pretrained,594,159,12,98.742138,98.742138,0.986820,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s3_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
s4,scratch,scratch,594,159,55,94.339623,93.710692,0.937437,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s4_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
s4,supLP120,pretrained,594,159,77,96.855346,96.855346,0.966944,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s4_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
s4,supMAE,pretrained,594,159,21,96.855346,96.226415,0.962481,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s4_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
s4,mae,pretrained,594,159,26,96.855346,96.226415,0.962747,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s4_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
s4,supcon,pretrained,594,159,19,98.113208,97.484277,0.974913,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed43/models/s4_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
