test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supMAE,0,286,3.147
cx,dual,supMAE,1,264,38.636
cx,dual,supMAE,3,220,45.909
cyy,dual,supMAE,0,220,5.455
cyy,dual,supMAE,1,198,33.838
cyy,dual,supMAE,3,154,56.494
myj,dual,supMAE,0,220,4.091
myj,dual,supMAE,1,198,30.808
myj,dual,supMAE,3,154,51.948
qyh,dual,supMAE,0,241,3.734
qyh,dual,supMAE,1,219,26.941
qyh,dual,supMAE,3,175,41.714
zyh,dual,supMAE,0,198,5.556
zyh,dual,supMAE,1,176,37.5
zyh,dual,supMAE,3,132,67.424
