test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,scratch,0,286,2.448
cx,dual,scratch,1,264,40.53
cx,dual,scratch,3,220,53.636
cyy,dual,scratch,0,220,2.273
cyy,dual,scratch,1,198,45.96
cyy,dual,scratch,3,154,57.792
myj,dual,scratch,0,220,4.545
myj,dual,scratch,1,198,35.354
myj,dual,scratch,3,154,52.597
qyh,dual,scratch,0,241,2.075
qyh,dual,scratch,1,219,31.963
qyh,dual,scratch,3,175,38.857
zyh,dual,scratch,0,198,3.03
zyh,dual,scratch,1,176,40.909
zyh,dual,scratch,3,132,68.182
