test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supMAE,0,286,60.49
cx,dual,supMAE,1,264,64.773
cx,dual,supMAE,3,220,75.909
cyy,dual,supMAE,0,220,54.545
cyy,dual,supMAE,1,198,65.657
cyy,dual,supMAE,3,154,70.13
myj,dual,supMAE,0,220,59.545
myj,dual,supMAE,1,198,65.152
myj,dual,supMAE,3,154,75.974
qyh,dual,supMAE,0,241,55.602
qyh,dual,supMAE,1,219,67.58
qyh,dual,supMAE,3,175,75.429
zyh,dual,supMAE,0,198,71.717
zyh,dual,supMAE,1,176,75.0
zyh,dual,supMAE,3,132,87.879
