test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supcon,0,286,4.196
cx,dual,supcon,1,264,38.636
cx,dual,supcon,3,220,50.909
cyy,dual,supcon,0,220,2.273
cyy,dual,supcon,1,198,38.889
cyy,dual,supcon,3,154,59.091
myj,dual,supcon,0,220,1.818
myj,dual,supcon,1,198,25.253
myj,dual,supcon,3,154,55.195
qyh,dual,supcon,0,241,4.149
qyh,dual,supcon,1,219,29.224
qyh,dual,supcon,3,175,42.857
zyh,dual,supcon,0,198,3.03
zyh,dual,supcon,1,176,35.795
zyh,dual,supcon,3,132,65.152
