test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supcon,0,286,81.119
cx,dual,supcon,1,264,82.955
cx,dual,supcon,3,220,88.636
cyy,dual,supcon,0,220,75.455
cyy,dual,supcon,1,198,83.838
cyy,dual,supcon,3,154,85.714
myj,dual,supcon,0,220,80.0
myj,dual,supcon,1,198,82.323
myj,dual,supcon,3,154,88.312
qyh,dual,supcon,0,241,82.573
qyh,dual,supcon,1,219,83.105
qyh,dual,supcon,3,175,86.286
zyh,dual,supcon,0,198,81.818
zyh,dual,supcon,1,176,79.545
zyh,dual,supcon,3,132,85.606
