test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supMAE,0,286,91.259
cx,dual,supMAE,1,264,89.394
cx,dual,supMAE,3,220,93.182
cyy,dual,supMAE,0,220,87.727
cyy,dual,supMAE,1,198,86.869
cyy,dual,supMAE,3,154,87.662
myj,dual,supMAE,0,220,74.091
myj,dual,supMAE,1,198,80.808
myj,dual,supMAE,3,154,87.013
qyh,dual,supMAE,0,241,83.817
qyh,dual,supMAE,1,219,84.932
qyh,dual,supMAE,3,175,90.286
zyh,dual,supMAE,0,198,92.929
zyh,dual,supMAE,1,176,96.023
zyh,dual,supMAE,3,132,99.242
