test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,scratch,0,286,64.685
cx,dual,scratch,1,264,69.697
cx,dual,scratch,3,220,75.455
cyy,dual,scratch,0,220,55.455
cyy,dual,scratch,1,198,64.141
cyy,dual,scratch,3,154,69.481
myj,dual,scratch,0,220,56.818
myj,dual,scratch,1,198,65.657
myj,dual,scratch,3,154,74.026
qyh,dual,scratch,0,241,55.602
qyh,dual,scratch,1,219,70.776
qyh,dual,scratch,3,175,73.714
zyh,dual,scratch,0,198,72.727
zyh,dual,scratch,1,176,77.841
zyh,dual,scratch,3,132,90.152
