test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,scratch,0,286,83.217
cx,dual,scratch,1,264,87.121
cx,dual,scratch,3,220,87.273
cyy,dual,scratch,0,220,78.182
cyy,dual,scratch,1,198,84.343
cyy,dual,scratch,3,154,90.909
myj,dual,scratch,0,220,83.636
myj,dual,scratch,1,198,90.909
myj,dual,scratch,3,154,92.208
qyh,dual,scratch,0,241,84.647
qyh,dual,scratch,1,219,86.301
qyh,dual,scratch,3,175,91.429
zyh,dual,scratch,0,198,89.899
zyh,dual,scratch,1,176,93.75
zyh,dual,scratch,3,132,87.879
