test_subject,method,k,calibration_mode,calib_samples,eval_samples,final_acc,final_macro_f1,best_diag_acc,best_diag_macro_f1,best_diag_epoch,base_ckpt,pretrained_ckpt,calibration_ckpt
sub10,scratch,0,none,0,500,26.000000,0.117220,26.000000,0.117220,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_scratch_baseFull_bestVal.pth,,
sub10,scratch,1,head_only,22,478,56.066946,0.515849,56.066946,0.515849,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_scratch_k1_head_only_last.pth
sub10,scratch,3,head_only,66,434,61.290323,0.575440,61.290323,0.575440,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_scratch_k3_head_only_last.pth
sub10,supLP120,0,none,0,500,24.400000,0.087588,24.400000,0.087588,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,
sub10,supLP120,1,head_only,22,478,75.732218,0.726249,75.732218,0.726249,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_supLP120_k1_head_only_last.pth
sub10,supLP120,3,head_only,66,434,91.935484,0.912124,91.935484,0.912124,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_supLP120_k3_head_only_last.pth
sub10,supMAE,0,none,0,500,17.200000,0.075939,17.200000,0.075939,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,
sub10,supMAE,1,head_only,22,478,66.527197,0.626766,66.527197,0.626766,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_supMAE_k1_head_only_last.pth
sub10,supMAE,3,head_only,66,434,70.276498,0.671659,70.276498,0.671659,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_supMAE_k3_head_only_last.pth
sub10,mae,0,none,0,500,25.200000,0.105392,25.200000,0.105392,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N1/models/sub10_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,
