test_subject,mode,prior,k,eval_samples,final_acc
cx,quat,scratch,0,286,49.65
cx,quat,scratch,1,264,47.348
cx,quat,scratch,3,220,51.364
cyy,quat,scratch,0,220,58.636
cyy,quat,scratch,1,198,63.131
cyy,quat,scratch,3,154,64.935
myj,quat,scratch,0,220,51.818
myj,quat,scratch,1,198,55.556
myj,quat,scratch,3,154,57.143
qyh,quat,scratch,0,241,50.622
qyh,quat,scratch,1,219,47.032
qyh,quat,scratch,3,175,55.429
zyh,quat,scratch,0,198,70.202
zyh,quat,scratch,1,176,63.068
zyh,quat,scratch,3,132,66.667
