test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supMAE,0,286,83.217
cx,dual,supMAE,1,264,84.47
cx,dual,supMAE,3,220,86.364
cyy,dual,supMAE,0,220,78.182
cyy,dual,supMAE,1,198,83.838
cyy,dual,supMAE,3,154,90.26
myj,dual,supMAE,0,220,81.818
myj,dual,supMAE,1,198,89.899
myj,dual,supMAE,3,154,94.805
qyh,dual,supMAE,0,241,78.838
qyh,dual,supMAE,1,219,83.105
qyh,dual,supMAE,3,175,86.857
zyh,dual,supMAE,0,198,87.879
zyh,dual,supMAE,1,176,88.068
zyh,dual,supMAE,3,132,88.636
