test_subject,method,init,train_samples,val_samples,best_epoch,best_val_acc,final_val_acc,final_val_macro_f1,base_ckpt,pretrained_ckpt,note
cx,scratch,scratch,703,176,69,72.727273,71.590909,0.709505,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed43/models/cx_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
cx,supLP120,pretrained,703,176,42,64.772727,63.636364,0.633867,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed43/models/cx_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
cx,supMAE,pretrained,703,176,36,67.045455,66.477273,0.660708,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed43/models/cx_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
cx,mae,pretrained,703,176,38,64.772727,63.068182,0.626393,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed43/models/cx_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
cx,supcon,pretrained,703,176,50,65.340909,64.772727,0.632199,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed43/models/cx_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
cyy,scratch,scratch,748,197,74,64.467005,64.467005,0.643873,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed43/models/cyy_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
cyy,supLP120,pretrained,748,197,68,62.944162,61.421320,0.605723,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed43/models/cyy_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
cyy,supMAE,pretrained,748,197,71,62.944162,59.898477,0.605378,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed43/models/cyy_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
cyy,mae,pretrained,748,197,28,59.898477,58.375635,0.581483,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed43/models/cyy_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
cyy,supcon,pretrained,748,197,16,61.421320,61.421320,0.614626,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-IMU-LOSO-seed43/models/cyy_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
