test_subject,method,init,train_samples,val_samples,best_epoch,best_val_acc,final_val_acc,final_val_macro_f1,base_ckpt,pretrained_ckpt,note
sub10,scratch,scratch,1725,433,39,98.614319,98.614319,0.988404,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub10_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
sub10,supLP120,pretrained,1725,433,21,99.076212,98.614319,0.986228,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
sub10,supMAE,pretrained,1725,433,33,98.383372,97.459584,0.975204,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
sub10,mae,pretrained,1725,433,71,99.307159,97.921478,0.979906,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub10_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
sub10,supcon,pretrained,1725,433,21,99.538106,99.076212,0.990794,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub10_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
sub11,scratch,scratch,1699,426,34,99.530516,98.356808,0.984474,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub11_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
sub11,supLP120,pretrained,1699,426,19,99.530516,99.295775,0.993661,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub11_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
sub11,supMAE,pretrained,1699,426,19,99.295775,98.826291,0.989069,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub11_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
sub11,mae,pretrained,1699,426,18,98.826291,97.652582,0.976084,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub11_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
sub11,supcon,pretrained,1699,426,34,99.765258,99.530516,0.996125,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub11_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
sub7,scratch,scratch,1688,424,38,99.292453,98.584906,0.985760,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub7_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
sub7,supLP120,pretrained,1688,424,16,98.584906,97.169811,0.973938,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub7_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
sub7,supMAE,pretrained,1688,424,13,99.528302,97.641509,0.973970,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub7_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
sub7,mae,pretrained,1688,424,44,99.292453,96.698113,0.967231,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub7_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
sub7,supcon,pretrained,1688,424,36,99.528302,99.056604,0.990277,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub7_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
sub8,scratch,scratch,1692,423,57,99.054374,98.345154,0.983383,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub8_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
sub8,supLP120,pretrained,1692,423,45,98.345154,97.635934,0.973975,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub8_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
sub8,supMAE,pretrained,1692,423,45,99.763593,99.290780,0.994149,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub8_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
sub8,mae,pretrained,1692,423,19,99.054374,98.108747,0.981857,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub8_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
sub8,supcon,pretrained,1692,423,13,99.527187,99.527187,0.996374,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed43/N4/models/sub8_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
