test_subject,oov_label,method,k,calibration_mode,base_train_samples,base_val_samples,calib_samples,eval_samples,eval_known_samples,eval_oov_samples,final_acc_all,final_macro_f1_all,final_acc_known,final_macro_f1_known,final_acc_oov,final_recall_oov,best_diag_acc_all,best_diag_epoch,base_ckpt,calibration_ckpt,pretrained_ckpt,oov_pred_counts_json
sub10,airkick,scratch,1,head_only,1651,415,22,478,459,19,85.146444,0.843540,88.017429,0.886613,15.789474,15.789474,85.146444,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_scratch_k1_head_only_last.pth,,"{""airkick"": 3, ""crosstoe"": 2, ""hop"": 6, ""sidekick"": 3, ""turnaround"": 5}"
sub10,airkick,scratch,3,head_only,1651,415,66,434,417,17,92.857143,0.910505,95.923261,0.955235,17.647059,17.647059,92.857143,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_scratch_k3_head_only_last.pth,,"{""airkick"": 3, ""crosstoe"": 3, ""hop"": 6, ""turnaround"": 5}"
sub10,airkick,scratch,5,head_only,1651,415,110,390,375,15,94.871795,0.935487,96.533333,0.962657,53.333333,53.333333,94.871795,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_scratch_k5_head_only_last.pth,,"{""airkick"": 8, ""hop"": 4, ""sidekick"": 1, ""stand"": 2}"
sub10,airkick,scratch,10,head_only,1651,415,220,280,270,10,96.785714,0.956558,97.777778,0.969312,70.000000,70.000000,96.785714,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_scratch_k10_head_only_last.pth,,"{""airkick"": 7, ""hop"": 2, ""jump"": 1}"
sub10,airkick,supLP120,1,head_only,1651,415,22,478,459,19,88.284519,0.885874,90.849673,0.917769,26.315789,26.315789,88.284519,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supLP120_k1_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""airkick"": 5, ""sidekick"": 5, ""stand"": 1, ""throw"": 1, ""turnaround"": 7}"
sub10,airkick,supLP120,3,head_only,1651,415,66,434,417,17,94.930876,0.938651,98.081535,0.979684,17.647059,17.647059,94.930876,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supLP120_k3_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""airkick"": 3, ""hop"": 2, ""jump"": 1, ""sidekick"": 2, ""turnaround"": 9}"
sub10,airkick,supLP120,5,head_only,1651,415,110,390,375,15,94.358974,0.931973,96.533333,0.963008,40.000000,40.000000,94.358974,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supLP120_k5_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""airkick"": 6, ""buttkicks"": 1, ""hop"": 3, ""jump"": 2, ""sidekick"": 1, ""turnaround"": 2}"
sub10,airkick,supLP120,10,head_only,1651,415,220,280,270,10,97.857143,0.978270,98.148148,0.984798,90.000000,90.000000,97.857143,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supLP120_k10_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""airkick"": 9, ""jump"": 1}"
sub10,airkick,supMAE,1,head_only,1651,415,22,478,459,19,88.075314,0.878995,91.067538,0.920807,15.789474,15.789474,88.075314,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supMAE_k1_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""airkick"": 3, ""hop"": 7, ""jump"": 1, ""sidekick"": 8}"
sub10,airkick,supMAE,3,head_only,1651,415,66,434,417,17,95.161290,0.933266,98.321343,0.980295,17.647059,17.647059,95.161290,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supMAE_k3_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""airkick"": 3, ""airpunch"": 1, ""hop"": 7, ""sidekick"": 6}"
sub10,airkick,supMAE,5,head_only,1651,415,110,390,375,15,97.692308,0.970921,99.200000,0.992720,60.000000,60.000000,97.692308,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supMAE_k5_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""airkick"": 9, ""hop"": 2, ""jump"": 1, ""sidekick"": 3}"
sub10,airkick,supMAE,10,head_only,1651,415,220,280,270,10,98.928571,0.988570,98.888889,0.990293,100.000000,100.000000,98.928571,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supMAE_k10_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""airkick"": 10}"
sub10,airkick,mae,1,head_only,1651,415,22,478,459,19,82.426778,0.812594,85.185185,0.846258,15.789474,15.789474,82.426778,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_mae_k1_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""airkick"": 3, ""bow"": 1, ""sidekick"": 11, ""throw"": 2, ""turnaround"": 2}"
sub10,airkick,mae,3,head_only,1651,415,66,434,417,17,94.239631,0.927612,97.362110,0.970072,17.647059,17.647059,94.239631,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_mae_k3_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""airkick"": 3, ""sidekick"": 11, ""turnaround"": 3}"
sub10,airkick,mae,5,head_only,1651,415,110,390,375,15,97.179487,0.963921,98.666667,0.983355,60.000000,60.000000,97.179487,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_mae_k5_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""airkick"": 9, ""jump"": 1, ""sidekick"": 5}"
sub10,airkick,mae,10,head_only,1651,415,220,280,270,10,97.142857,0.962910,98.148148,0.979416,70.000000,70.000000,97.142857,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_mae_k10_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""airkick"": 7, ""jump"": 2, ""turnaround"": 1}"
sub10,airkick,supcon,1,head_only,1651,415,22,478,459,19,85.983264,0.853769,88.888889,0.894681,15.789474,15.789474,85.983264,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supcon_k1_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""airkick"": 3, ""bow"": 3, ""hop"": 1, ""jump"": 1, ""sidekick"": 4, ""throw"": 1, ""turnaround"": 6}"
sub10,airkick,supcon,3,head_only,1651,415,66,434,417,17,94.930876,0.930611,98.561151,0.983495,5.882353,5.882353,94.930876,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supcon_k3_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""airkick"": 1, ""bow"": 1, ""jump"": 3, ""sidekick"": 3, ""turnaround"": 9}"
sub10,airkick,supcon,5,head_only,1651,415,110,390,375,15,96.666667,0.958885,97.866667,0.979089,66.666667,66.666667,96.666667,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supcon_k5_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""airkick"": 10, ""hop"": 2, ""jump"": 2, ""squat"": 1}"
sub10,airkick,supcon,10,head_only,1651,415,220,280,270,10,98.214286,0.978611,98.518519,0.985156,90.000000,90.000000,98.214286,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airkick_supcon_k10_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""airkick"": 9, ""jump"": 1}"
sub10,airpunch,scratch,1,head_only,1662,417,22,478,456,22,85.355649,0.862981,85.087719,0.867972,90.909091,90.909091,85.355649,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_scratch_k1_head_only_last.pth,,"{""airpunch"": 20, ""highfive"": 1, ""jump"": 1}"
sub10,airpunch,scratch,3,head_only,1662,417,66,434,414,20,96.082949,0.952465,96.376812,0.956082,90.000000,90.000000,96.082949,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_scratch_k3_head_only_last.pth,,"{""airkick"": 1, ""airpunch"": 18, ""brushteeth"": 1}"
sub10,airpunch,scratch,5,head_only,1662,417,110,390,372,18,96.410256,0.958555,97.043011,0.966026,83.333333,83.333333,96.410256,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_scratch_k5_head_only_last.pth,,"{""airpunch"": 15, ""jump"": 1, ""throw"": 2}"
sub10,airpunch,scratch,10,head_only,1662,417,220,280,267,13,98.214286,0.978496,98.501873,0.983936,92.307692,92.307692,98.214286,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_scratch_k10_head_only_last.pth,,"{""airpunch"": 12, ""jump"": 1}"
sub10,airpunch,supLP120,1,head_only,1662,417,22,478,456,22,84.937238,0.850524,84.429825,0.855094,95.454545,95.454545,84.937238,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supLP120_k1_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""airpunch"": 21, ""wave"": 1}"
sub10,airpunch,supLP120,3,head_only,1662,417,66,434,414,20,95.391705,0.946150,95.410628,0.947129,95.000000,95.000000,95.391705,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supLP120_k3_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""airpunch"": 19, ""highfive"": 1}"
sub10,airpunch,supLP120,5,head_only,1662,417,110,390,372,18,95.641026,0.950992,96.505376,0.960053,77.777778,77.777778,95.641026,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supLP120_k5_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""airpunch"": 14, ""highfive"": 2, ""throw"": 2}"
sub10,airpunch,supLP120,10,head_only,1662,417,220,280,267,13,98.571429,0.979829,98.501873,0.978868,100.000000,100.000000,98.571429,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supLP120_k10_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""airpunch"": 13}"
sub10,airpunch,supMAE,1,head_only,1662,417,22,478,456,22,81.799163,0.819401,81.798246,0.822063,81.818182,81.818182,81.799163,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supMAE_k1_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""airkick"": 1, ""airpunch"": 18, ""highfive"": 3}"
sub10,airpunch,supMAE,3,head_only,1662,417,66,434,414,20,94.700461,0.942559,94.685990,0.942938,95.000000,95.000000,94.700461,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supMAE_k3_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""airkick"": 1, ""airpunch"": 19}"
sub10,airpunch,supMAE,5,head_only,1662,417,110,390,372,18,96.923077,0.966138,97.311828,0.970038,88.888889,88.888889,96.923077,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supMAE_k5_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""airkick"": 1, ""airpunch"": 16, ""highfive"": 1}"
sub10,airpunch,supMAE,10,head_only,1662,417,220,280,267,13,98.214286,0.978419,98.501873,0.981524,92.307692,92.307692,98.214286,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supMAE_k10_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""airkick"": 1, ""airpunch"": 12}"
sub10,airpunch,mae,1,head_only,1662,417,22,478,456,22,85.983264,0.867220,86.403509,0.876470,77.272727,77.272727,85.983264,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_mae_k1_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""airkick"": 1, ""airpunch"": 17, ""highfive"": 4}"
sub10,airpunch,mae,3,head_only,1662,417,66,434,414,20,97.004608,0.967622,97.101449,0.969682,95.000000,95.000000,97.004608,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_mae_k3_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""airkick"": 1, ""airpunch"": 19}"
sub10,airpunch,mae,5,head_only,1662,417,110,390,372,18,95.641026,0.951965,97.311828,0.971410,61.111111,61.111111,95.641026,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_mae_k5_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""airkick"": 1, ""airpunch"": 11, ""highfive"": 1, ""throw"": 5}"
sub10,airpunch,mae,10,head_only,1662,417,220,280,267,13,98.214286,0.978019,98.501873,0.981105,92.307692,92.307692,98.214286,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_mae_k10_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""airkick"": 1, ""airpunch"": 12}"
sub10,airpunch,supcon,1,head_only,1662,417,22,478,456,22,86.401674,0.874065,86.622807,0.877195,81.818182,81.818182,86.401674,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supcon_k1_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""airkick"": 1, ""airpunch"": 18, ""highfive"": 3}"
sub10,airpunch,supcon,3,head_only,1662,417,66,434,414,20,95.622120,0.952961,96.135266,0.958224,85.000000,85.000000,95.622120,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supcon_k3_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""airkick"": 1, ""airpunch"": 17, ""highfive"": 1, ""throw"": 1}"
sub10,airpunch,supcon,5,head_only,1662,417,110,390,372,18,96.666667,0.962478,98.387097,0.982122,61.111111,61.111111,96.666667,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supcon_k5_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""airkick"": 1, ""airpunch"": 11, ""highfive"": 3, ""throw"": 3}"
sub10,airpunch,supcon,10,head_only,1662,417,220,280,267,13,98.571429,0.982083,98.876404,0.986955,92.307692,92.307692,98.571429,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-airpunch_supcon_k10_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""airkick"": 1, ""airpunch"": 12}"
sub10,bow,scratch,1,head_only,1661,417,22,478,458,20,88.493724,0.896227,87.991266,0.891285,100.000000,100.000000,88.493724,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_scratch_k1_head_only_last.pth,,"{""bow"": 20}"
sub10,bow,scratch,3,head_only,1661,417,66,434,416,18,94.239631,0.932254,93.990385,0.929028,100.000000,100.000000,94.239631,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_scratch_k3_head_only_last.pth,,"{""bow"": 18}"
sub10,bow,scratch,5,head_only,1661,417,110,390,374,16,96.153846,0.954900,95.989305,0.952752,100.000000,100.000000,96.153846,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_scratch_k5_head_only_last.pth,,"{""bow"": 16}"
sub10,bow,scratch,10,head_only,1661,417,220,280,269,11,98.928571,0.987995,98.884758,0.987424,100.000000,100.000000,98.928571,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_scratch_k10_head_only_last.pth,,"{""bow"": 11}"
sub10,bow,supLP120,1,head_only,1661,417,22,478,458,20,92.468619,0.928877,92.139738,0.925490,100.000000,100.000000,92.468619,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_supLP120_k1_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""bow"": 20}"
sub10,bow,supLP120,3,head_only,1661,417,66,434,416,18,96.774194,0.965573,96.634615,0.963934,100.000000,100.000000,96.774194,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_supLP120_k3_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""bow"": 18}"
sub10,bow,supLP120,5,head_only,1661,417,110,390,374,16,96.153846,0.963538,95.989305,0.961801,100.000000,100.000000,96.153846,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_supLP120_k5_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""bow"": 16}"
sub10,bow,supLP120,10,head_only,1661,417,220,280,269,11,99.285714,0.992704,99.256506,0.992356,100.000000,100.000000,99.285714,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_supLP120_k10_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""bow"": 11}"
sub10,bow,supMAE,1,head_only,1661,417,22,478,458,20,89.748954,0.910031,89.301310,0.905747,100.000000,100.000000,89.748954,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-bow_supMAE_k1_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""bow"": 20}"
