test_subject,oov_label,method,num_known_classes,base_train_samples,base_val_samples,best_epoch,best_val_acc,final_val_acc,final_val_macro_f1,base_ckpt,pretrained_ckpt
sub8,wave,supcon,21,1626,406,8,99.014778,98.768473,0.987159,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub8_oov-wave_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,airkick,scratch,21,1628,407,54,99.262899,99.017199,0.989826,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-airkick_scratch_base21_bestVal.pth,
sub9,airkick,supLP120,21,1628,407,13,99.508600,99.508600,0.994688,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-airkick_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,airkick,supMAE,21,1628,407,29,99.754300,99.262899,0.991849,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-airkick_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,airkick,mae,21,1628,407,18,99.262899,99.017199,0.988577,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-airkick_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,airkick,supcon,21,1628,407,16,99.508600,98.280098,0.980651,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-airkick_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,airpunch,scratch,21,1630,407,48,98.525799,98.280098,0.980289,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-airpunch_scratch_base21_bestVal.pth,
sub9,airpunch,supLP120,21,1630,407,8,98.771499,98.525799,0.983785,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-airpunch_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,airpunch,supMAE,21,1630,407,70,99.508600,99.017199,0.989235,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-airpunch_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,airpunch,mae,21,1630,407,14,99.508600,99.017199,0.990835,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-airpunch_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,airpunch,supcon,21,1630,407,20,99.262899,98.771499,0.989506,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-airpunch_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,bow,scratch,21,1633,408,41,99.754902,99.264706,0.991399,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-bow_scratch_base21_bestVal.pth,
sub9,bow,supLP120,21,1633,408,42,99.019608,99.019608,0.991646,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-bow_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,bow,supMAE,21,1633,408,16,99.019608,98.529412,0.984984,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-bow_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,bow,mae,21,1633,408,78,99.264706,99.264706,0.991709,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-bow_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,bow,supcon,21,1633,408,20,99.509804,98.529412,0.987640,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-bow_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,brushteeth,scratch,21,1631,407,28,99.508600,99.262899,0.992766,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-brushteeth_scratch_base21_bestVal.pth,
sub9,brushteeth,supLP120,21,1631,407,6,99.017199,98.525799,0.984969,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-brushteeth_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,brushteeth,supMAE,21,1631,407,7,99.262899,98.525799,0.986474,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-brushteeth_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,brushteeth,mae,21,1631,407,20,98.771499,98.280098,0.985186,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-brushteeth_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,brushteeth,supcon,21,1631,407,11,98.771499,98.771499,0.988429,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-brushteeth_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,buttkicks,scratch,21,1635,408,24,99.264706,98.039216,0.982585,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-buttkicks_scratch_base21_bestVal.pth,
sub9,buttkicks,supLP120,21,1635,408,14,99.019608,98.284314,0.983176,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-buttkicks_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,buttkicks,supMAE,21,1635,408,21,99.019608,99.019608,0.989366,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-buttkicks_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,buttkicks,mae,21,1635,408,21,99.019608,98.284314,0.980376,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-buttkicks_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,buttkicks,supcon,21,1635,408,13,99.509804,99.019608,0.991033,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-buttkicks_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,crossarms,scratch,21,1629,407,65,99.262899,98.771499,0.989178,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-crossarms_scratch_base21_bestVal.pth,
sub9,crossarms,supLP120,21,1629,407,13,99.017199,98.771499,0.989321,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-crossarms_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,crossarms,supMAE,21,1629,407,17,99.017199,98.771499,0.989137,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-crossarms_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,crossarms,mae,21,1629,407,12,98.280098,97.788698,0.976104,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-crossarms_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,crossarms,supcon,21,1629,407,9,99.262899,99.017199,0.992120,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-crossarms_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,crosstoe,scratch,21,1632,407,20,99.262899,98.525799,0.985017,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-crosstoe_scratch_base21_bestVal.pth,
sub9,crosstoe,supLP120,21,1632,407,11,98.525799,97.788698,0.979659,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-crosstoe_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,crosstoe,supMAE,21,1632,407,13,99.754300,99.754300,0.997492,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-crosstoe_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,crosstoe,mae,21,1632,407,14,99.017199,97.788698,0.977535,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-crosstoe_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,crosstoe,supcon,21,1632,407,11,99.508600,99.262899,0.991619,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-crosstoe_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,drink,scratch,21,1629,407,57,99.262899,99.017199,0.988832,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-drink_scratch_base21_bestVal.pth,
sub9,drink,supLP120,21,1629,407,28,99.017199,98.525799,0.987243,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-drink_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,drink,supMAE,21,1629,407,23,99.508600,99.017199,0.989111,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-drink_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,drink,mae,21,1629,407,38,99.262899,98.525799,0.984711,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-drink_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,drink,supcon,21,1629,407,8,99.017199,98.771499,0.988087,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-drink_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,highfive,scratch,21,1628,407,27,100.000000,99.508600,0.994439,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-highfive_scratch_base21_bestVal.pth,
sub9,highfive,supLP120,21,1628,407,15,99.017199,99.017199,0.991456,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-highfive_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,highfive,supMAE,21,1628,407,47,99.508600,99.508600,0.994688,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-highfive_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,highfive,mae,21,1628,407,48,99.508600,99.508600,0.995742,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-highfive_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,highfive,supcon,21,1628,407,44,99.017199,98.525799,0.985123,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-highfive_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,hop,scratch,21,1620,404,65,99.009901,98.514851,0.984921,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-hop_scratch_base21_bestVal.pth,
sub9,hop,supLP120,21,1620,404,12,98.762376,98.267327,0.982465,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-hop_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,hop,supMAE,21,1620,404,36,99.752475,99.752475,0.997196,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-hop_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,hop,mae,21,1620,404,72,99.257426,98.514851,0.985811,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-hop_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,hop,supcon,21,1620,404,17,98.762376,98.267327,0.982892,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-hop_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,jump,scratch,21,1635,408,19,100.000000,99.264706,0.992256,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-jump_scratch_base21_bestVal.pth,
sub9,jump,supLP120,21,1635,408,11,99.264706,98.529412,0.985868,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-jump_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,jump,supMAE,21,1635,408,15,99.264706,98.774510,0.988699,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-jump_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,jump,mae,21,1635,408,29,99.754902,99.509804,0.994220,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-jump_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,jump,supcon,21,1635,408,7,99.754902,99.754902,0.998046,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-jump_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,pickup,scratch,21,1627,406,66,99.507389,99.261084,0.993694,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-pickup_scratch_base21_bestVal.pth,
sub9,pickup,supLP120,21,1627,406,22,99.261084,98.768473,0.986744,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-pickup_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,pickup,supMAE,21,1627,406,13,99.014778,98.768473,0.987927,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-pickup_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,pickup,mae,21,1627,406,15,99.753695,99.261084,0.991414,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-pickup_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,pickup,supcon,21,1627,406,8,99.014778,98.522167,0.982261,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-pickup_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,pushchair,scratch,21,1621,405,14,99.012346,98.765432,0.987416,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-pushchair_scratch_base21_bestVal.pth,
sub9,pushchair,supLP120,21,1621,405,17,99.012346,98.518519,0.985451,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-pushchair_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,pushchair,supMAE,21,1621,405,24,99.259259,99.259259,0.991489,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-pushchair_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,pushchair,mae,21,1621,405,35,98.765432,98.271605,0.983845,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-pushchair_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,pushchair,supcon,21,1621,405,21,98.518519,97.530864,0.973838,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-pushchair_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,runonspot,scratch,21,1634,408,48,99.509804,99.509804,0.994615,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-runonspot_scratch_base21_bestVal.pth,
sub9,runonspot,supLP120,21,1634,408,7,99.509804,99.264706,0.992599,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-runonspot_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,runonspot,supMAE,21,1634,408,46,99.754902,99.019608,0.989067,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-runonspot_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,runonspot,mae,21,1634,408,33,100.000000,99.509804,0.995243,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-runonspot_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,runonspot,supcon,21,1634,408,13,99.264706,98.774510,0.986105,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-runonspot_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,sidekick,scratch,21,1633,408,45,99.754902,99.509804,0.994357,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-sidekick_scratch_base21_bestVal.pth,
sub9,sidekick,supLP120,21,1633,408,6,98.774510,98.284314,0.983974,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-sidekick_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,sidekick,supMAE,21,1633,408,24,100.000000,100.000000,1.000000,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-sidekick_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,sidekick,mae,21,1633,408,18,99.509804,97.794118,0.978229,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-sidekick_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,sidekick,supcon,21,1633,408,7,99.509804,99.019608,0.990064,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-sidekick_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,sit,scratch,21,1620,405,18,99.506173,99.012346,0.989238,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-sit_scratch_base21_bestVal.pth,
sub9,sit,supLP120,21,1620,405,12,99.012346,98.765432,0.988529,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-sit_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,sit,supMAE,21,1620,405,65,99.753086,99.012346,0.991930,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-sit_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,sit,mae,21,1620,405,19,98.765432,98.518519,0.984022,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-sit_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,sit,supcon,21,1620,405,6,99.506173,99.012346,0.990400,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-sit_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,squat,scratch,21,1623,405,76,99.506173,99.259259,0.991994,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-squat_scratch_base21_bestVal.pth,
sub9,squat,supLP120,21,1623,405,12,99.506173,99.506173,0.995824,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-squat_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,squat,supMAE,21,1623,405,68,99.753086,99.506173,0.994622,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-squat_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,squat,mae,21,1623,405,12,99.012346,99.012346,0.991067,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-squat_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,squat,supcon,21,1623,405,8,98.765432,98.271605,0.983583,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-squat_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,stand,scratch,21,1620,405,36,99.506173,99.506173,0.996498,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-stand_scratch_base21_bestVal.pth,
sub9,stand,supLP120,21,1620,405,58,99.259259,99.259259,0.992357,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-stand_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,stand,supMAE,21,1620,405,25,99.506173,98.765432,0.987150,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-stand_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,stand,mae,21,1620,405,11,98.765432,98.271605,0.982058,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-stand_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,stand,supcon,21,1620,405,21,99.259259,99.259259,0.992712,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-stand_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,throw,scratch,21,1632,407,29,99.508600,99.262899,0.992184,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-throw_scratch_base21_bestVal.pth,
sub9,throw,supLP120,21,1632,407,8,98.034398,97.788698,0.977742,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-throw_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,throw,supMAE,21,1632,407,37,99.754300,99.508600,0.994910,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-throw_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,throw,mae,21,1632,407,28,99.262899,98.771499,0.987133,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-throw_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,throw,supcon,21,1632,407,39,99.262899,98.280098,0.982151,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-throw_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
sub9,turnaround,scratch,21,1518,379,11,99.472296,96.306069,0.959815,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-turnaround_scratch_base21_bestVal.pth,
sub9,turnaround,supLP120,21,1518,379,16,98.416887,97.889182,0.979982,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-turnaround_supLP120_base21_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth
sub9,turnaround,supMAE,21,1518,379,59,98.944591,97.889182,0.978225,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-turnaround_supMAE_base21_bestVal.pth,trained_models/SUPMAE/supmae_best.pth
sub9,turnaround,mae,21,1518,379,13,99.208443,98.416887,0.984516,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-turnaround_mae_base21_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth
sub9,turnaround,supcon,21,1518,379,7,99.472296,99.208443,0.991218,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub9_oov-turnaround_supcon_base21_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth
