test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supcon,0,286,62.937
cx,dual,supcon,1,264,66.288
cx,dual,supcon,3,220,81.818
cyy,dual,supcon,0,220,55.0
cyy,dual,supcon,1,198,61.616
cyy,dual,supcon,3,154,70.779
myj,dual,supcon,0,220,56.364
myj,dual,supcon,1,198,56.061
myj,dual,supcon,3,154,70.13
qyh,dual,supcon,0,241,54.772
qyh,dual,supcon,1,219,62.1
qyh,dual,supcon,3,175,70.286
zyh,dual,supcon,0,198,67.677
zyh,dual,supcon,1,176,75.0
zyh,dual,supcon,3,132,83.333
