test_subject,mode,prior,k,eval_samples,final_acc
cx,quat,mae,0,286,47.552
cx,quat,mae,1,264,43.182
cx,quat,mae,3,220,45.455
cyy,quat,mae,0,220,60.909
cyy,quat,mae,1,198,58.081
cyy,quat,mae,3,154,63.636
myj,quat,mae,0,220,58.636
myj,quat,mae,1,198,53.03
myj,quat,mae,3,154,57.792
qyh,quat,mae,0,241,53.112
qyh,quat,mae,1,219,60.731
qyh,quat,mae,3,175,54.286
zyh,quat,mae,0,198,74.747
zyh,quat,mae,1,176,63.636
zyh,quat,mae,3,132,71.212
