test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,scratch,0,286,90.559
cx,dual,scratch,1,264,90.152
cx,dual,scratch,3,220,95.0
cyy,dual,scratch,0,220,85.909
cyy,dual,scratch,1,198,86.364
cyy,dual,scratch,3,154,91.558
myj,dual,scratch,0,220,73.636
myj,dual,scratch,1,198,80.303
myj,dual,scratch,3,154,86.364
qyh,dual,scratch,0,241,85.062
qyh,dual,scratch,1,219,85.845
qyh,dual,scratch,3,175,89.143
zyh,dual,scratch,0,198,92.424
zyh,dual,scratch,1,176,96.591
zyh,dual,scratch,3,132,99.242
