test_subject,mode,prior,k,eval_samples,final_acc
cx,quat,supMAE,0,286,47.552
cx,quat,supMAE,1,264,45.833
cx,quat,supMAE,3,220,51.818
cyy,quat,supMAE,0,220,60.0
cyy,quat,supMAE,1,198,60.606
cyy,quat,supMAE,3,154,64.286
myj,quat,supMAE,0,220,54.545
myj,quat,supMAE,1,198,52.02
myj,quat,supMAE,3,154,55.195
qyh,quat,supMAE,0,241,50.622
qyh,quat,supMAE,1,219,50.685
qyh,quat,supMAE,3,175,54.857
zyh,quat,supMAE,0,198,64.646
zyh,quat,supMAE,1,176,66.477
zyh,quat,supMAE,3,132,69.697
