test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supMAE,0,286,89.161
cx,dual,supMAE,1,264,90.152
cx,dual,supMAE,3,220,93.182
cyy,dual,supMAE,0,220,91.364
cyy,dual,supMAE,1,198,91.919
cyy,dual,supMAE,3,154,91.558
myj,dual,supMAE,0,220,68.182
myj,dual,supMAE,1,198,81.818
myj,dual,supMAE,3,154,89.61
qyh,dual,supMAE,0,241,88.382
qyh,dual,supMAE,1,219,87.671
qyh,dual,supMAE,3,175,90.286
zyh,dual,supMAE,0,198,93.434
zyh,dual,supMAE,1,176,96.591
zyh,dual,supMAE,3,132,98.485
