vocab,method,k,tau,hard_success,mean_cost,rejection_rate,corrective_per_mission
22,supcon,1,0.9,0.956,17.99,0.20275485759914827,0.714
22,scratch,3,0.0,0.894,17.258,0.0,1.006
22,mae,3,0.0,0.847,17.999,0.0,0.933
22,supMAE,3,0.0,0.906,16.18,0.0,0.76
22,supLP120,3,0.0,0.889,17.169,0.0,0.963
22,supcon,3,0.0,0.912,16.438,0.0,0.886
22,scratch,3,0.9,0.906,19.113,0.2830006633299162,0.31
22,mae,3,0.9,0.911,19.343,0.31074956420685645,0.211
22,supMAE,3,0.9,0.94,17.965,0.2516601929582759,0.301
22,supLP120,3,0.9,0.934,16.692,0.20350503098554007,0.135
22,supcon,3,0.9,0.949,16.328,0.1815327919197434,0.225
23,scratch,1,0.0,0.631,26.371,0.0,1.837
23,mae,1,0.0,0.656,25.765,0.0,1.915
23,supMAE,1,0.0,0.696,23.803,0.0,1.681
23,supLP120,1,0.0,0.639,25.903,0.0,1.821
23,supcon,1,0.0,0.739,23.137,0.0,1.759
23,scratch,1,0.9,0.899,21.594,0.29875103098857075,0.96
23,mae,1,0.9,0.836,23.716,0.32896230699364215,0.98
23,supMAE,1,0.9,0.864,20.479,0.25621688999688375,0.578
23,supLP120,1,0.9,0.735,24.056,0.2638880287359881,0.823
23,supcon,1,0.9,0.955,19.995,0.24962330487192366,1.089
23,scratch,3,0.0,0.748,20.725,0.0,1.095
23,mae,3,0.0,0.893,17.386,0.0,1.042
23,supMAE,3,0.0,0.924,15.937,0.0,0.799
23,supLP120,3,0.0,0.912,16.701,0.0,0.947
23,supcon,3,0.0,0.848,18.149,0.0,0.963
23,scratch,3,0.9,0.899,19.449,0.29949659461060113,0.288
23,mae,3,0.9,0.939,17.845,0.3084946945626761,0.288
23,supMAE,3,0.9,0.961,17.196,0.21087987355110643,0.424
23,supLP120,3,0.9,0.976,15.686,0.17046004842615012,0.257
23,supcon,3,0.9,0.963,17.001,0.20790378006872853,0.383
24,scratch,1,0.0,0.472,29.463,0.0,1.521
24,mae,1,0.0,0.46,29.543,0.0,1.501
24,supMAE,1,0.0,0.603,25.399,0.0,1.393
24,supLP120,1,0.0,0.344,34.247,0.0,1.369
24,supcon,1,0.0,0.464,29.914,0.0,1.518
24,scratch,1,0.9,0.695,24.499,0.38633824843610365,0.725
24,mae,1,0.9,0.692,26.745,0.33983612953570036,0.828
24,supMAE,1,0.9,0.891,20.487,0.3044767269493033,0.674
24,supLP120,1,0.9,0.676,25.713,0.2911150864639237,0.681
24,supcon,1,0.9,0.651,26.866,0.2855248085850365,0.893
24,scratch,3,0.0,0.702,22.177,0.0,1.179
24,mae,3,0.0,0.801,20.419,0.0,1.393
24,supMAE,3,0.0,0.791,19.511,0.0,0.997
24,supLP120,3,0.0,0.717,21.362,0.0,1.114
24,supcon,3,0.0,0.766,20.443,0.0,1.101
24,scratch,3,0.9,0.878,20.276,0.347117296222664,0.437
24,mae,3,0.9,0.893,19.842,0.35630703767986116,0.327
24,supMAE,3,0.9,0.943,19.302,0.2848280431247365,0.613
24,supLP120,3,0.9,0.912,18.494,0.23817094886797252,0.35
24,supcon,3,0.9,0.907,18.84,0.23752863324001017,0.428
25,scratch,1,0.0,0.606,26.49,0.0,1.61
25,mae,1,0.0,0.571,28.22,0.0,1.98
25,supMAE,1,0.0,0.709,23.58,0.0,1.76
25,supLP120,1,0.0,0.643,26.734,0.0,2.118
25,supcon,1,0.0,0.572,27.495,0.0,1.645
25,scratch,1,0.9,0.75,24.152,0.30585771624687336,0.587
25,mae,1,0.9,0.671,27.146,0.3367855343447349,0.801
25,supMAE,1,0.9,0.805,22.39,0.2542309606769537,0.766
25,supLP120,1,0.9,0.806,23.085,0.25958209693372897,0.963
25,supcon,1,0.9,0.683,24.821,0.23081861958266453,0.682
25,scratch,3,0.0,0.801,18.488,0.0,0.716
25,mae,3,0.0,0.742,19.951,0.0,0.797
25,supMAE,3,0.0,0.889,15.8,0.0,0.5
25,supLP120,3,0.0,0.917,15.511,0.0,0.617
25,supcon,3,0.0,0.896,15.681,0.0,0.507
25,scratch,3,0.9,0.98,16.905,0.2767261254702099,0.141
25,mae,3,0.9,0.918,19.165,0.3772080999569151,0.199
25,supMAE,3,0.9,0.996,16.053,0.23820410236870515,0.102
25,supLP120,3,0.9,0.985,15.221,0.18496128243445184,0.073
25,supcon,3,0.9,0.998,15.156,0.18799945821481784,0.13
26,scratch,1,0.0,0.371,32.243,0.0,1.021
26,mae,1,0.0,0.381,32.76,0.0,1.22
26,supMAE,1,0.0,0.346,33.346,0.0,0.842
26,supLP120,1,0.0,0.389,33.635,0.0,1.525
26,supcon,1,0.0,0.419,30.948,0.0,1.096
26,scratch,1,0.9,0.577,25.693,0.37675511490629837,0.468
26,mae,1,0.9,0.599,25.639,0.3968606134560985,0.47
26,supMAE,1,0.9,0.673,25.039,0.3162558685446009,0.473
26,supLP120,1,0.9,0.77,23.883,0.308348425541859,0.742
26,supcon,1,0.9,0.694,24.633,0.25900760503677844,0.617
26,scratch,3,0.0,0.629,22.587,0.0,0.669
26,mae,3,0.0,0.558,25.434,0.0,0.918
26,supMAE,3,0.0,0.631,22.422,0.0,0.574
26,supLP120,3,0.0,0.632,22.791,0.0,0.657
26,supcon,3,0.0,0.614,22.95,0.0,0.63
26,scratch,3,0.9,0.798,20.585,0.3295621943315067,0.218
26,mae,3,0.9,0.764,22.11,0.3649241708793956,0.223
26,supMAE,3,0.9,0.814,19.962,0.24681388012618297,0.104
26,supLP120,3,0.9,0.875,19.129,0.25358490566037734,0.303
26,supcon,3,0.9,0.869,18.475,0.2085430463576159,0.265
27,scratch,1,0.0,0.534,28.123,0.0,1.541
27,mae,1,0.0,0.352,34.707,0.0,1.949
27,supMAE,1,0.0,0.333,34.945,0.0,1.515
27,supLP120,1,0.0,0.409,32.253,0.0,1.591
27,supcon,1,0.0,0.551,26.818,0.0,1.426
27,scratch,1,0.9,0.698,24.849,0.28644485891342275,0.636
27,mae,1,0.9,0.46,31.718,0.4106594686143749,0.908
27,supMAE,1,0.9,0.52,30.051,0.2892145087677156,0.793
27,supLP120,1,0.9,0.704,25.065,0.289073223130632,0.716
27,supcon,1,0.9,0.78,22.226,0.272610608653141,0.514
27,scratch,3,0.0,0.581,24.329,0.0,0.883
27,mae,3,0.0,0.593,23.917,0.0,0.879
27,supMAE,3,0.0,0.571,23.647,0.0,0.629
27,supLP120,3,0.0,0.73,20.025,0.0,0.715
27,supcon,3,0.0,0.586,23.949,0.0,0.783
27,scratch,3,0.9,0.762,21.851,0.250596209363625,0.319
27,mae,3,0.9,0.698,23.039,0.3513482567126582,0.244
27,supMAE,3,0.9,0.75,21.517,0.2354653042747203,0.358
27,supLP120,3,0.9,0.863,18.172,0.199250635621571,0.162
27,supcon,3,0.9,0.839,18.95,0.21309531651406363,0.203
28,scratch,1,0.0,0.25,40.424,0.0,1.528
28,mae,1,0.0,0.252,42.26,0.0,1.74
28,supMAE,1,0.0,0.276,39.363,0.0,1.521
28,supLP120,1,0.0,0.432,34.375,0.0,2.225
28,supcon,1,0.0,0.387,34.342,0.0,1.834
28,scratch,1,0.9,0.502,30.71,0.2757549926936191,0.742
28,mae,1,0.9,0.625,29.175,0.33486831021508395,0.916
28,supMAE,1,0.9,0.587,28.886,0.2652080123266564,0.947
28,supLP120,1,0.9,0.655,27.728,0.3160633745807795,1.018
28,supcon,1,0.9,0.629,27.934,0.26723768736616704,0.903
28,scratch,3,0.0,0.48,27.668,0.0,0.716
28,mae,3,0.0,0.432,30.664,0.0,1.188
28,supMAE,3,0.0,0.522,25.678,0.0,0.606
28,supLP120,3,0.0,0.553,26.026,0.0,1.042
28,supcon,3,0.0,0.538,25.843,0.0,0.841
28,scratch,3,0.9,0.794,21.294,0.2829585870154922,0.155
28,mae,3,0.9,0.689,24.645,0.36580339738234474,0.29
28,supMAE,3,0.9,0.78,21.213,0.25156798795785246,0.143
28,supLP120,3,0.9,0.772,21.889,0.26697196608701035,0.35
28,supcon,3,0.9,0.837,20.159,0.22754220904755768,0.407
29,scratch,1,0.0,0.511,28.321,0.0,1.247
29,mae,1,0.0,0.531,29.008,0.0,1.576
29,supMAE,1,0.0,0.63,24.906,0.0,1.402
29,supLP120,1,0.0,0.614,25.28,0.0,1.34
29,supcon,1,0.0,0.605,26.571,0.0,1.577
29,scratch,1,0.9,0.706,23.444,0.38542369071701504,0.596
29,mae,1,0.9,0.683,26.726,0.38390309555854646,0.917
29,supMAE,1,0.9,0.788,22.998,0.30948887976057743,0.619
29,supLP120,1,0.9,0.807,22.69,0.270106500183621,0.744
29,supcon,1,0.9,0.786,23.534,0.2839692810062285,0.879
29,scratch,3,0.0,0.683,22.53,0.0,1.07
29,mae,3,0.0,0.628,24.6,0.0,1.1
29,supMAE,3,0.0,0.77,19.857,0.0,0.939
29,supLP120,3,0.0,0.718,21.376,0.0,0.952
29,supcon,3,0.0,0.687,22.805,0.0,1.095
29,scratch,3,0.9,0.871,20.26,0.3353606058867405,0.397
29,mae,3,0.9,0.78,22.865,0.3977787135487946,0.389
29,supMAE,3,0.9,0.827,20.81,0.2681181767717264,0.439
29,supLP120,3,0.9,0.934,17.616,0.1994787489975942,0.444
29,supcon,3,0.9,0.829,20.209,0.22436686313880433,0.35
30,scratch,1,0.0,0.491,30.273,0.0,1.831
30,mae,1,0.0,0.444,33.013,0.0,2.351
30,supMAE,1,0.0,0.449,30.99,0.0,1.83
30,supLP120,1,0.0,0.328,35.467,0.0,1.569
30,supcon,1,0.0,0.351,34.943,0.0,1.561
30,scratch,1,0.9,0.725,25.116,0.270955522971652,1.016
30,mae,1,0.9,0.634,30.157,0.38557477974737286,1.465
30,supMAE,1,0.9,0.59,28.715,0.2573179884913685,1.269
30,supLP120,1,0.9,0.594,28.274,0.2718108504398827,0.902
30,supcon,1,0.9,0.571,28.822,0.27358490566037735,0.884
30,scratch,3,0.0,0.716,21.139,0.0,0.993
30,mae,3,0.0,0.447,29.609,0.0,1.303
30,supMAE,3,0.0,0.65,22.875,0.0,0.865
30,supLP120,3,0.0,0.519,25.929,0.0,0.883
30,supcon,3,0.0,0.597,23.871,0.0,0.797
30,scratch,3,0.9,0.909,19.69,0.26891477621091353,0.58
30,mae,3,0.9,0.664,25.323,0.4260816388931356,0.38
30,supMAE,3,0.9,0.904,19.843,0.29962367839436116,0.634
30,supLP120,3,0.9,0.726,22.881,0.26817706088776705,0.366
30,supcon,3,0.9,0.811,20.442,0.2448618225510656,0.283
31,scratch,1,0.0,0.74,23.073,0.0,1.811
31,mae,1,0.0,0.598,27.462,0.0,1.994
31,supMAE,1,0.0,0.7,23.664,0.0,1.548
31,supLP120,1,0.0,0.579,26.596,0.0,1.572
31,supcon,1,0.0,0.613,25.892,0.0,1.584
31,scratch,1,0.9,0.871,20.93,0.33493907622555963,0.595
31,mae,1,0.9,0.724,25.536,0.3135524329346185,0.938
31,supMAE,1,0.9,0.837,21.391,0.26388288343937244,0.714
31,supLP120,1,0.9,0.789,21.891,0.22440129449838186,0.647
31,supcon,1,0.9,0.725,23.373,0.2107481559536354,0.683
31,scratch,3,0.0,0.731,20.476,0.0,0.852
31,mae,3,0.0,0.673,21.606,0.0,0.802
31,supMAE,3,0.0,0.741,19.133,0.0,0.411
31,supLP120,3,0.0,0.651,21.392,0.0,0.424
31,supcon,3,0.0,0.669,20.484,0.0,0.328
31,scratch,3,0.9,0.902,19.277,0.2886425932546776,0.285
31,mae,3,0.9,0.771,21.664,0.36225694054175567,0.29
31,supMAE,3,0.9,0.849,18.856,0.23666219410900263,0.135
31,supLP120,3,0.9,0.797,18.857,0.16739537788881947,0.076
31,supcon,3,0.9,0.842,17.674,0.14849517319704714,0.082
32,scratch,1,0.0,0.87,20.199,0.0,1.813
32,mae,1,0.0,0.823,22.545,0.0,2.255
32,supMAE,1,0.0,0.87,20.761,0.0,2.007
32,supLP120,1,0.0,0.64,27.293,0.0,2.211
32,supcon,1,0.0,0.874,20.192,0.0,1.844
32,scratch,1,0.9,0.941,20.189,0.29713066160777807,0.867
32,mae,1,0.9,0.884,23.705,0.40362360580195844,1.436
32,supMAE,1,0.9,0.968,20.315,0.2914041136606824,1.051
32,supLP120,1,0.9,0.891,22.545,0.2927103689228401,1.206
32,supcon,1,0.9,0.969,19.408,0.29713370126401994,0.799
32,scratch,3,0.0,0.938,16.591,0.0,1.117
32,mae,3,0.0,0.908,17.083,0.0,1.081
32,supMAE,3,0.0,0.917,16.588,0.0,0.976
32,supLP120,3,0.0,0.838,17.736,0.0,0.792
32,supcon,3,0.0,0.853,18.056,0.0,1.012
32,scratch,3,0.9,0.964,18.526,0.2716041869522882,0.518
32,mae,3,0.9,0.93,20.04,0.3663676645412299,0.438
32,supMAE,3,0.9,0.949,18.615,0.276548137397194,0.513
32,supLP120,3,0.9,0.963,16.841,0.2286652078774617,0.241
32,supcon,3,0.9,0.957,17.436,0.23553429027113237,0.327
33,scratch,1,0.0,0.453,30.676,0.0,1.612
33,mae,1,0.0,0.314,37.074,0.0,1.658
33,supMAE,1,0.0,0.338,34.923,0.0,1.481
33,supLP120,1,0.0,0.419,32.67,0.0,1.95
33,supcon,1,0.0,0.422,31.822,0.0,1.614
33,scratch,1,0.9,0.636,26.953,0.3006782659982306,0.686
33,mae,1,0.9,0.453,33.2,0.40904826435942876,0.998
33,supMAE,1,0.9,0.52,30.552,0.2855937311633514,0.994
33,supLP120,1,0.9,0.684,26.568,0.31089085684124096,0.999
33,supcon,1,0.9,0.767,24.129,0.299899935252222,0.86
33,scratch,3,0.0,0.551,24.918,0.0,0.806
33,mae,3,0.0,0.523,27.644,0.0,1.388
33,supMAE,3,0.0,0.579,23.901,0.0,0.687
33,supLP120,3,0.0,0.692,21.507,0.0,0.909
33,supcon,3,0.0,0.603,23.645,0.0,0.875
33,scratch,3,0.9,0.775,21.465,0.28967133329327643,0.134
33,mae,3,0.9,0.595,26.637,0.45183324962330484,0.329
33,supMAE,3,0.9,0.765,21.146,0.2590290296512712,0.093
33,supLP120,3,0.9,0.852,20.028,0.2616868969810146,0.421
33,supcon,3,0.9,0.874,19.271,0.25001570450405175,0.284
34,scratch,1,0.0,0.587,27.231,0.0,1.757
34,mae,1,0.0,0.579,29.578,0.0,2.406
34,supMAE,1,0.0,0.673,25.366,0.0,2.022
34,supLP120,1,0.0,0.546,28.867,0.0,1.949
34,supcon,1,0.0,0.591,27.734,0.0,1.918
34,scratch,1,0.9,0.774,24.414,0.3615588430117024,0.946
34,mae,1,0.9,0.755,26.032,0.40243196294151706,1.205
34,supMAE,1,0.9,0.851,23.513,0.3401345291479821,1.071
34,supLP120,1,0.9,0.778,23.857,0.30179704016913317,0.763
34,supcon,1,0.9,0.761,23.849,0.2953044099267988,0.802
34,scratch,3,0.0,0.524,26.079,0.0,0.753
34,mae,3,0.0,0.574,25.725,0.0,1.035
34,supMAE,3,0.0,0.665,21.755,0.0,0.725
34,supLP120,3,0.0,0.602,23.504,0.0,0.588
34,supcon,3,0.0,0.622,23.102,0.0,0.674
34,scratch,3,0.9,0.731,23.098,0.33335246183863193,0.304
34,mae,3,0.9,0.768,23.698,0.4087197738930179,0.484
34,supMAE,3,0.9,0.776,22.37,0.3185871453387377,0.32
34,supLP120,3,0.9,0.821,19.899,0.2430379746835443,0.133
34,supcon,3,0.9,0.882,18.073,0.21882137962539971,0.15
35,scratch,1,0.0,0.59,24.841,0.0,1.007
35,mae,1,0.0,0.501,28.374,0.0,1.218
35,supMAE,1,0.0,0.547,25.636,0.0,1.012
35,supLP120,1,0.0,0.527,28.944,0.0,1.668
35,supcon,1,0.0,0.588,24.971,0.0,0.997
35,scratch,1,0.9,0.876,20.584,0.3114014801110083,0.356
35,mae,1,0.9,0.75,24.093,0.32698340272628756,0.56
35,supMAE,1,0.9,0.812,21.166,0.26165339260356857,0.383
35,supLP120,1,0.9,0.88,20.816,0.2655231771793926,0.75
35,supcon,1,0.9,0.86,19.503,0.2263419675731542,0.354
35,scratch,3,0.0,0.684,20.517,0.0,0.479
35,mae,3,0.0,0.749,19.009,0.0,0.423
35,supMAE,3,0.0,0.791,17.573,0.0,0.351
35,supLP120,3,0.0,0.824,17.135,0.0,0.485
35,supcon,3,0.0,0.8,17.684,0.0,0.468
35,scratch,3,0.9,0.832,20.077,0.2645593751921776,0.112
35,mae,3,0.9,0.878,19.376,0.30607367684775005,0.08
35,supMAE,3,0.9,0.908,17.338,0.2217008797653959,0.111
35,supLP120,3,0.9,0.977,15.367,0.194715255832717,0.038
35,supcon,3,0.9,0.948,15.787,0.17499311863473713,0.065
36,scratch,1,0.0,0.415,31.844,0.0,1.408
36,mae,1,0.0,0.333,36.775,0.0,1.745
36,supMAE,1,0.0,0.41,32.076,0.0,1.492
36,supLP120,1,0.0,0.23,40.347,0.0,1.369
36,supcon,1,0.0,0.362,34.179,0.0,1.393
36,scratch,1,0.9,0.67,25.196,0.271345387680049,0.567
36,mae,1,0.9,0.611,29.048,0.3493112330608131,1.13
36,supMAE,1,0.9,0.541,28.577,0.2775029014721153,0.682
36,supLP120,1,0.9,0.52,29.992,0.28844317096466093,0.38
36,supcon,1,0.9,0.567,27.935,0.2317770213859097,0.628
36,scratch,3,0.0,0.666,22.421,0.0,0.867
36,mae,3,0.0,0.434,29.208,0.0,0.816
36,supMAE,3,0.0,0.605,23.181,0.0,0.667
36,supLP120,3,0.0,0.519,25.831,0.0,0.757
36,supcon,3,0.0,0.599,23.7,0.0,0.7
36,scratch,3,0.9,0.875,19.05,0.24378743468841596,0.372
36,mae,3,0.9,0.689,22.634,0.3648656294200849,0.193
36,supMAE,3,0.9,0.87,19.312,0.27468315301391033,0.379
36,supLP120,3,0.9,0.712,22.617,0.25588235294117645,0.199
36,supcon,3,0.9,0.814,19.417,0.19962499162927744,0.228
37,scratch,1,0.0,0.855,19.28,0.0,1.42
37,mae,1,0.0,0.725,22.628,0.0,1.576
37,supMAE,1,0.0,0.785,20.433,0.0,1.251
37,supLP120,1,0.0,0.589,26.349,0.0,1.503
37,supcon,1,0.0,0.676,22.535,0.0,1.085
37,scratch,1,0.9,0.949,17.926,0.20638495164922507,0.616
37,mae,1,0.9,0.779,22.873,0.27287104622871045,0.671
37,supMAE,1,0.9,0.867,19.271,0.2013221153846154,0.545
37,supLP120,1,0.9,0.767,22.8,0.23889136100692898,0.623
37,supcon,1,0.9,0.841,19.972,0.1929859989229941,0.632
37,scratch,3,0.0,0.898,16.06,0.0,0.64
37,mae,3,0.0,0.77,18.889,0.0,0.703
37,supMAE,3,0.0,0.828,17.038,0.0,0.466
37,supLP120,3,0.0,0.723,20.16,0.0,0.62
37,supcon,3,0.0,0.78,18.552,0.0,0.604
37,scratch,3,0.9,0.961,16.002,0.20478954039090122,0.137
37,mae,3,0.9,0.889,18.077,0.23429998079508355,0.192
37,supMAE,3,0.9,0.939,15.988,0.1681950812838683,0.158
37,supLP120,3,0.9,0.819,18.552,0.16274523493681492,0.163
37,supcon,3,0.9,0.877,17.335,0.15971929824561404,0.215
38,scratch,1,0.0,0.559,27.89,0.0,1.65
38,mae,1,0.0,0.46,31.97,0.0,1.89
38,supMAE,1,0.0,0.462,30.154,0.0,1.258
38,supLP120,1,0.0,0.558,28.19,0.0,1.63
38,supcon,1,0.0,0.544,28.039,0.0,1.633
38,scratch,1,0.9,0.673,25.816,0.37707522875458876,0.735
38,mae,1,0.9,0.615,29.535,0.3663360941586748,0.961
38,supMAE,1,0.9,0.59,28.442,0.3091131569747116,0.6
38,supLP120,1,0.9,0.652,25.993,0.2680272945226532,0.662
38,supcon,1,0.9,0.695,25.5,0.268758026050266,0.789
38,scratch,3,0.0,0.752,20.194,0.0,0.918
38,mae,3,0.0,0.644,23.014,0.0,0.898
38,supMAE,3,0.0,0.76,19.15,0.0,0.55
38,supLP120,3,0.0,0.795,18.384,0.0,0.648
38,supcon,3,0.0,0.762,18.783,0.0,0.501
38,scratch,3,0.9,0.83,21.423,0.3538247566063978,0.336
38,mae,3,0.9,0.81,22.048,0.42311836232107125,0.299
38,supMAE,3,0.9,0.818,21.171,0.31088143754771275,0.294
38,supLP120,3,0.9,0.935,17.262,0.23415730337078652,0.169
38,supcon,3,0.9,0.943,16.601,0.20796723260883926,0.128
39,scratch,1,0.0,0.503,27.626,0.0,1.182
39,mae,1,0.0,0.303,35.361,0.0,1.267
39,supMAE,1,0.0,0.401,31.389,0.0,1.123
39,supLP120,1,0.0,0.434,31.187,0.0,1.389
39,supcon,1,0.0,0.455,29.169,0.0,1.103
39,scratch,1,0.9,0.633,25.515,0.2964876033057851,0.533
39,mae,1,0.9,0.57,29.049,0.37591847680343254,0.708
39,supMAE,1,0.9,0.586,27.133,0.26292595121345663,0.634
39,supLP120,1,0.9,0.621,27.886,0.3003697400082164,0.649
39,supcon,1,0.9,0.661,26.136,0.28318796992481204,0.777
39,scratch,3,0.0,0.55,25.012,0.0,0.704
39,mae,3,0.0,0.466,28.598,0.0,1.106
39,supMAE,3,0.0,0.547,24.884,0.0,0.568
39,supLP120,3,0.0,0.683,21.347,0.0,0.729
39,supcon,3,0.0,0.557,24.396,0.0,0.712
39,scratch,3,0.9,0.664,23.713,0.2797374394208944,0.124
39,mae,3,0.9,0.588,25.854,0.42066516994726677,0.227
39,supMAE,3,0.9,0.685,23.3,0.2566961504920892,0.102
39,supLP120,3,0.9,0.776,21.172,0.24416391778736363,0.296
39,supcon,3,0.9,0.822,19.987,0.23143040410519564,0.259
40,scratch,1,0.0,0.601,27.931,0.0,2.097
40,mae,1,0.0,0.631,28.096,0.0,2.412
40,supMAE,1,0.0,0.631,27.034,0.0,1.978
40,supLP120,1,0.0,0.582,28.892,0.0,2.084
40,supcon,1,0.0,0.634,27.447,0.0,2.249
40,scratch,1,0.9,0.766,24.518,0.35080713200967434,1.133
40,mae,1,0.9,0.7,27.675,0.4024696525742989,1.321
40,supMAE,1,0.9,0.779,24.289,0.330993092515004,0.869
40,supLP120,1,0.9,0.783,24.582,0.31629650995096625,1.009
40,supcon,1,0.9,0.688,27.495,0.32612293818845955,1.158
40,scratch,3,0.0,0.631,24.685,0.0,1.335
40,mae,3,0.0,0.578,26.117,0.0,1.319
40,supMAE,3,0.0,0.71,22.226,0.0,1.222
40,supLP120,3,0.0,0.676,22.807,0.0,1.129
40,supcon,3,0.0,0.709,22.598,0.0,1.326
40,scratch,3,0.9,0.759,24.141,0.3374501768371414,0.516
40,mae,3,0.9,0.825,22.926,0.389805570152391,0.472
40,supMAE,3,0.9,0.767,23.666,0.2974386088591235,0.588
40,supLP120,3,0.9,0.855,20.096,0.2471296819122906,0.379
40,supcon,3,0.9,0.855,20.417,0.26260504201680673,0.451
41,scratch,1,0.0,0.447,31.861,0.0,1.927
41,mae,1,0.0,0.391,34.976,0.0,2.152
41,supMAE,1,0.0,0.534,29.206,0.0,2.022
41,supLP120,1,0.0,0.347,33.997,0.0,1.639
41,supcon,1,0.0,0.382,34.242,0.0,1.814
41,scratch,1,0.9,0.733,25.948,0.30800163179672474,1.103
41,mae,1,0.9,0.629,30.711,0.39298043728423476,1.471
41,supMAE,1,0.9,0.828,23.764,0.30617830315029404,1.137
41,supLP120,1,0.9,0.618,27.339,0.26781658584494505,0.896
41,supcon,1,0.9,0.592,28.899,0.2875201240236122,0.976
41,scratch,3,0.0,0.697,22.705,0.0,1.395
41,mae,3,0.0,0.719,22.457,0.0,1.439
41,supMAE,3,0.0,0.784,19.745,0.0,1.055
41,supLP120,3,0.0,0.721,20.556,0.0,0.812
41,supcon,3,0.0,0.755,20.947,0.0,1.109
41,scratch,3,0.9,0.923,19.776,0.32293704684083324,0.466
41,mae,3,0.9,0.787,21.55,0.42345956354300385,0.438
41,supMAE,3,0.9,0.946,18.809,0.2705839237722942,0.519
41,supLP120,3,0.9,0.909,17.655,0.1992649515536251,0.29
41,supcon,3,0.9,0.883,19.122,0.24369747899159663,0.325
42,scratch,1,0.0,0.383,30.944,0.0,0.808
42,mae,1,0.0,0.309,35.038,0.0,0.906
42,supMAE,1,0.0,0.381,30.373,0.0,0.591
42,supLP120,1,0.0,0.24,37.237,0.0,0.819
42,supcon,1,0.0,0.348,32.586,0.0,0.622
42,scratch,1,0.9,0.634,24.885,0.256468082440644,0.254
42,mae,1,0.9,0.55,28.057,0.29757887882554906,0.348
42,supMAE,1,0.9,0.566,26.473,0.23332906693971586,0.369
42,supLP120,1,0.9,0.534,28.097,0.242712897694799,0.39
42,supcon,1,0.9,0.569,25.68,0.19585485277349252,0.157
42,scratch,3,0.0,0.62,22.274,0.0,0.418
42,mae,3,0.0,0.374,30.033,0.0,0.371
42,supMAE,3,0.0,0.607,22.163,0.0,0.321
42,supLP120,3,0.0,0.481,26.892,0.0,0.504
42,supcon,3,0.0,0.56,24.067,0.0,0.429
42,scratch,3,0.9,0.918,17.803,0.23617224880382776,0.176
42,mae,3,0.9,0.741,22.405,0.3253499942149716,0.193
42,supMAE,3,0.9,0.933,16.834,0.21549747822099954,0.109
42,supLP120,3,0.9,0.75,21.067,0.22123489055864096,0.174
42,supcon,3,0.9,0.763,19.666,0.1694398225180255,0.054
43,scratch,1,0.0,0.567,27.1,0.0,1.6
43,mae,1,0.0,0.64,26.838,0.0,2.046
43,supMAE,1,0.0,0.65,24.325,0.0,1.395
43,supLP120,1,0.0,0.661,24.309,0.0,1.503
43,supcon,1,0.0,0.736,22.739,0.0,1.613
43,scratch,1,0.9,0.887,21.193,0.28340445993869084,0.792
43,mae,1,0.9,0.777,24.586,0.3485128549823559,0.931
43,supMAE,1,0.9,0.841,21.2,0.24926244429100497,0.703
43,supLP120,1,0.9,0.845,21.608,0.245787846280053,0.847
43,supcon,1,0.9,0.904,20.171,0.2192102176462922,0.975
43,scratch,3,0.0,0.667,22.872,0.0,1.064
43,mae,3,0.0,0.843,19.227,0.0,1.309
43,supMAE,3,0.0,0.822,18.271,0.0,0.837
43,supLP120,3,0.0,0.831,17.89,0.0,0.75
43,supcon,3,0.0,0.873,17.023,0.0,0.801
43,scratch,3,0.9,0.843,20.605,0.2710817586987097,0.404
43,mae,3,0.9,0.868,20.16,0.37575023401795055,0.353
43,supMAE,3,0.9,0.912,18.694,0.24591405313308512,0.389
43,supLP120,3,0.9,0.953,16.754,0.19128557938756238,0.336
43,supcon,3,0.9,0.958,16.666,0.20590572033898305,0.254
44,scratch,1,0.0,0.518,27.805,0.0,1.275
44,mae,1,0.0,0.5,30.139,0.0,1.733
44,supMAE,1,0.0,0.513,28.217,0.0,1.159
44,supLP120,1,0.0,0.543,28.641,0.0,1.727
44,supcon,1,0.0,0.571,26.259,0.0,1.313
44,scratch,1,0.9,0.808,21.595,0.260605685266613,0.516
44,mae,1,0.9,0.745,24.133,0.2838911630146882,0.707
44,supMAE,1,0.9,0.744,22.378,0.2316649511065363,0.438
44,supLP120,1,0.9,0.748,22.744,0.25142392188771356,0.529
44,supcon,1,0.9,0.785,21.135,0.19741165426138269,0.594
44,scratch,3,0.0,0.646,21.945,0.0,0.415
44,mae,3,0.0,0.794,18.286,0.0,0.622
44,supMAE,3,0.0,0.763,18.337,0.0,0.339
44,supLP120,3,0.0,0.762,18.521,0.0,0.407
44,supcon,3,0.0,0.79,17.465,0.0,0.315
44,scratch,3,0.9,0.823,19.29,0.22177393115116809,0.101
44,mae,3,0.9,0.878,18.912,0.27555202153036884,0.241
44,supMAE,3,0.9,0.913,16.877,0.200240851006891,0.09
44,supLP120,3,0.9,0.883,16.705,0.15381902814020734,0.062
44,supcon,3,0.9,0.872,16.537,0.12415102607171548,0.068
45,scratch,1,0.0,0.557,26.728,0.0,1.236
45,mae,1,0.0,0.575,26.919,0.0,1.373
45,supMAE,1,0.0,0.672,23.206,0.0,1.202
45,supLP120,1,0.0,0.513,28.89,0.0,1.45
