vocab,method,k,tau,hard_success,mean_cost,rejection_rate,corrective_per_mission
45,supcon,1,0.0,0.734,22.232,0.0,1.384
45,scratch,1,0.9,0.74,24.64,0.36637533250095,0.573
45,mae,1,0.9,0.682,26.585,0.39426372119997893,0.746
45,supMAE,1,0.9,0.862,20.867,0.28560193587416816,0.699
45,supLP120,1,0.9,0.634,26.825,0.2705013128167552,0.756
45,supcon,1,0.9,0.938,20.038,0.27629427792915534,0.821
45,scratch,3,0.0,0.728,20.131,0.0,0.657
45,mae,3,0.0,0.748,19.969,0.0,0.763
45,supMAE,3,0.0,0.848,16.793,0.0,0.531
45,supLP120,3,0.0,0.935,15.188,0.0,0.616
45,supcon,3,0.0,0.861,16.557,0.0,0.559
45,scratch,3,0.9,0.854,20.866,0.3402968356202744,0.257
45,mae,3,0.9,0.854,20.469,0.41266307724166496,0.091
45,supMAE,3,0.9,0.966,17.597,0.26667484813155795,0.26
45,supLP120,3,0.9,0.999,15.669,0.22109638867238243,0.091
45,supcon,3,0.9,0.976,16.654,0.2381679389312977,0.158
46,scratch,1,0.0,0.622,25.276,0.0,1.532
46,mae,1,0.0,0.495,28.942,0.0,1.434
46,supMAE,1,0.0,0.612,24.69,0.0,1.25
46,supLP120,1,0.0,0.631,24.204,0.0,1.308
46,supcon,1,0.0,0.677,23.631,0.0,1.417
46,scratch,1,0.9,0.725,23.109,0.37118178698089466,0.649
46,mae,1,0.9,0.826,23.789,0.3405938387833547,0.846
46,supMAE,1,0.9,0.731,24.249,0.2866341698260817,0.624
46,supLP120,1,0.9,0.785,22.42,0.26334453154162,0.702
46,supcon,1,0.9,0.825,22.264,0.26068057625434676,0.88
46,scratch,3,0.0,0.825,19.306,0.0,1.202
46,mae,3,0.0,0.713,22.349,0.0,1.303
46,supMAE,3,0.0,0.875,17.384,0.0,0.848
46,supLP120,3,0.0,0.818,18.529,0.0,0.923
46,supcon,3,0.0,0.862,17.762,0.0,0.934
46,scratch,3,0.9,0.9,19.226,0.3277955271565495,0.297
46,mae,3,0.9,0.769,21.288,0.4145340157816165,0.224
46,supMAE,3,0.9,0.947,18.155,0.2648928946231249,0.352
46,supLP120,3,0.9,0.912,17.903,0.2174827472888597,0.356
46,supcon,3,0.9,0.958,17.131,0.2192102176462922,0.335
47,scratch,1,0.0,0.374,31.94,0.0,1.04
47,mae,1,0.0,0.265,38.839,0.0,1.233
47,supMAE,1,0.0,0.407,30.945,0.0,1.015
47,supLP120,1,0.0,0.4,32.082,0.0,1.374
47,supcon,1,0.0,0.39,31.521,0.0,1.087
47,scratch,1,0.9,0.613,26.822,0.3554589533522822,0.573
47,mae,1,0.9,0.427,31.296,0.4190096516995384,0.564
47,supMAE,1,0.9,0.647,26.653,0.33821877807726863,0.615
47,supLP120,1,0.9,0.644,25.864,0.2739859713327234,0.543
47,supcon,1,0.9,0.604,26.129,0.26061883797358465,0.454
47,scratch,3,0.0,0.531,25.036,0.0,0.472
47,mae,3,0.0,0.519,26.534,0.0,0.558
47,supMAE,3,0.0,0.582,23.318,0.0,0.426
47,supLP120,3,0.0,0.637,21.768,0.0,0.476
47,supcon,3,0.0,0.611,22.586,0.0,0.402
47,scratch,3,0.9,0.675,24.562,0.33816042538748725,0.188
47,mae,3,0.9,0.682,25.047,0.41465534874207405,0.197
47,supMAE,3,0.9,0.746,22.81,0.32340862422997946,0.166
47,supLP120,3,0.9,0.848,18.922,0.23984981545119002,0.076
47,supcon,3,0.9,0.852,18.372,0.2125238439781622,0.023
48,scratch,1,0.0,0.364,34.932,0.0,1.404
48,mae,1,0.0,0.445,32.081,0.0,1.907
48,supMAE,1,0.0,0.507,30.008,0.0,1.636
48,supLP120,1,0.0,0.437,32.881,0.0,1.867
48,supcon,1,0.0,0.559,27.668,0.0,1.596
48,scratch,1,0.9,0.803,23.812,0.3725001326189592,0.567
48,mae,1,0.9,0.721,26.453,0.36843807265279727,1.013
48,supMAE,1,0.9,0.752,24.599,0.29394710372167326,0.846
48,supLP120,1,0.9,0.62,27.048,0.2786368322115093,0.659
48,supcon,1,0.9,0.899,19.874,0.24441076165214096,0.72
48,scratch,3,0.0,0.472,28.457,0.0,0.839
48,mae,3,0.0,0.751,21.003,0.0,1.141
48,supMAE,3,0.0,0.786,19.261,0.0,0.867
48,supLP120,3,0.0,0.893,17.305,0.0,0.995
48,supcon,3,0.0,0.82,18.099,0.0,0.793
48,scratch,3,0.9,0.744,22.957,0.30108095405945245,0.285
48,mae,3,0.9,0.879,20.192,0.37598607257494154,0.357
48,supMAE,3,0.9,0.939,17.462,0.2502854243308385,0.272
48,supLP120,3,0.9,0.95,17.567,0.24372305351255388,0.345
48,supcon,3,0.9,0.97,16.461,0.1956623917276573,0.336
49,scratch,1,0.0,0.512,27.705,0.0,1.295
49,mae,1,0.0,0.49,29.754,0.0,1.618
49,supMAE,1,0.0,0.557,26.389,0.0,1.383
49,supLP120,1,0.0,0.592,26.009,0.0,1.223
49,supcon,1,0.0,0.517,27.877,0.0,1.299
49,scratch,1,0.9,0.724,22.705,0.2776295376977971,0.55
49,mae,1,0.9,0.746,24.228,0.3237343241987924,0.908
49,supMAE,1,0.9,0.812,21.819,0.2658880536745977,0.734
49,supLP120,1,0.9,0.857,19.697,0.21670813146523504,0.481
49,supcon,1,0.9,0.765,22.03,0.20668612364022287,0.638
49,scratch,3,0.0,0.701,21.072,0.0,0.784
49,mae,3,0.0,0.654,22.164,0.0,0.868
49,supMAE,3,0.0,0.786,18.449,0.0,0.663
49,supLP120,3,0.0,0.702,20.475,0.0,0.665
49,supcon,3,0.0,0.68,21.138,0.0,0.686
49,scratch,3,0.9,0.837,19.343,0.25818551719753324,0.338
49,mae,3,0.9,0.764,21.613,0.34510139960011427,0.196
49,supMAE,3,0.9,0.849,19.613,0.2649023157106298,0.404
49,supLP120,3,0.9,0.873,17.878,0.18297843297843297,0.222
49,supcon,3,0.9,0.903,16.663,0.1551334557265923,0.187
50,scratch,1,0.0,0.755,21.357,0.0,1.379
50,mae,1,0.0,0.734,23.44,0.0,1.78
50,supMAE,1,0.0,0.726,22.942,0.0,1.554
50,supLP120,1,0.0,0.567,26.416,0.0,1.452
50,supcon,1,0.0,0.792,20.983,0.0,1.521
50,scratch,1,0.9,0.892,20.526,0.2802343844388063,0.684
50,mae,1,0.9,0.864,22.149,0.334180790960452,0.723
50,supMAE,1,0.9,0.864,20.553,0.26496728798913716,0.577
50,supLP120,1,0.9,0.773,22.001,0.2508929130897926,0.394
50,supcon,1,0.9,0.964,17.75,0.19835429488894835,0.714
50,scratch,3,0.0,0.823,18.729,0.0,0.963
50,mae,3,0.0,0.805,19.213,0.0,1.031
50,supMAE,3,0.0,0.83,18.035,0.0,0.845
50,supLP120,3,0.0,0.755,19.613,0.0,0.731
50,supcon,3,0.0,0.783,19.583,0.0,0.961
50,scratch,3,0.9,0.919,18.538,0.24754160363086233,0.398
50,mae,3,0.9,0.951,18.909,0.31036691904484565,0.373
50,supMAE,3,0.9,0.934,17.958,0.22312439103605067,0.441
50,supLP120,3,0.9,0.981,15.853,0.19903498190591074,0.237
50,supcon,3,0.9,0.995,15.533,0.16689808386559288,0.343
51,scratch,1,0.0,0.718,24.007,0.0,1.889
51,mae,1,0.0,0.668,25.1,0.0,1.76
51,supMAE,1,0.0,0.841,20.802,0.0,1.814
51,supLP120,1,0.0,0.532,28.556,0.0,1.532
51,supcon,1,0.0,0.723,23.119,0.0,1.633
51,scratch,1,0.9,0.889,21.529,0.33980963045912654,0.903
51,mae,1,0.9,0.865,22.32,0.31908668464230394,0.823
51,supMAE,1,0.9,0.959,19.688,0.2964651548345077,0.773
51,supLP120,1,0.9,0.803,22.131,0.2834333733493397,0.517
51,supcon,1,0.9,0.88,20.249,0.24494949494949494,0.723
51,scratch,3,0.0,0.754,21.036,0.0,1.272
51,mae,3,0.0,0.698,21.981,0.0,1.147
51,supMAE,3,0.0,0.807,18.597,0.0,0.859
51,supLP120,3,0.0,0.766,20.095,0.0,0.965
51,supcon,3,0.0,0.785,19.938,0.0,1.086
51,scratch,3,0.9,0.925,19.772,0.3131734445603059,0.49
51,mae,3,0.9,0.924,19.774,0.3370453273642977,0.388
51,supMAE,3,0.9,0.915,18.948,0.252625,0.476
51,supLP120,3,0.9,0.935,17.356,0.2292459523963104,0.311
51,supcon,3,0.9,0.938,17.138,0.19612054500302034,0.353
52,scratch,1,0.0,0.55,26.286,0.0,1.222
52,mae,1,0.0,0.332,34.881,0.0,1.327
52,supMAE,1,0.0,0.457,28.739,0.0,1.113
52,supLP120,1,0.0,0.458,30.03,0.0,1.37
52,supcon,1,0.0,0.394,30.582,0.0,0.934
52,scratch,1,0.9,0.726,22.451,0.31946834391503,0.486
52,mae,1,0.9,0.459,30.575,0.3824525563141767,0.318
52,supMAE,1,0.9,0.635,25.327,0.27834231145935356,0.497
52,supLP120,1,0.9,0.686,25.131,0.24671404314194076,0.71
52,supcon,1,0.9,0.642,24.853,0.23532796317606444,0.337
52,scratch,3,0.0,0.678,21.079,0.0,0.653
52,mae,3,0.0,0.583,23.825,0.0,0.635
52,supMAE,3,0.0,0.625,21.567,0.0,0.349
52,supLP120,3,0.0,0.615,21.884,0.0,0.328
52,supcon,3,0.0,0.613,22.013,0.0,0.331
52,scratch,3,0.9,0.812,19.708,0.2673106886880648,0.181
52,mae,3,0.9,0.776,21.659,0.3346423083489841,0.136
52,supMAE,3,0.9,0.757,20.553,0.23939799757668517,0.044
52,supLP120,3,0.9,0.777,19.539,0.1878479293957909,0.043
52,supcon,3,0.9,0.817,18.406,0.17191601049868765,0.056
53,scratch,1,0.0,0.271,36.767,0.0,0.989
53,mae,1,0.0,0.234,38.137,0.0,0.939
53,supMAE,1,0.0,0.227,37.257,0.0,0.759
53,supLP120,1,0.0,0.386,31.088,0.0,0.696
53,supcon,1,0.0,0.325,33.757,0.0,0.699
53,scratch,1,0.9,0.502,29.111,0.2570912037902874,0.25
53,mae,1,0.9,0.438,30.82,0.2900891201626892,0.347
53,supMAE,1,0.9,0.56,26.756,0.2352978818711205,0.323
53,supLP120,1,0.9,0.715,22.24,0.19987991193541932,0.297
53,supcon,1,0.9,0.541,26.393,0.1913342781939664,0.152
53,scratch,3,0.0,0.434,28.444,0.0,0.688
53,mae,3,0.0,0.429,27.88,0.0,0.38
53,supMAE,3,0.0,0.527,24.34,0.0,0.3
53,supLP120,3,0.0,0.521,24.283,0.0,0.281
53,supcon,3,0.0,0.478,26.354,0.0,0.338
53,scratch,3,0.9,0.699,22.566,0.23898488809538992,0.221
53,mae,3,0.9,0.776,21.511,0.28621228513042435,0.251
53,supMAE,3,0.9,0.653,23.053,0.2040911513859275,0.095
53,supLP120,3,0.9,0.819,17.984,0.13883299798792756,0.116
53,supcon,3,0.9,0.812,18.361,0.146679951604868,0.09
54,scratch,1,0.0,0.613,25.87,0.0,1.59
54,mae,1,0.0,0.51,30.391,0.0,2.157
54,supMAE,1,0.0,0.466,29.797,0.0,1.639
54,supLP120,1,0.0,0.478,30.228,0.0,1.636
54,supcon,1,0.0,0.618,25.539,0.0,1.673
54,scratch,1,0.9,0.751,24.28,0.31467003908944585,0.808
54,mae,1,0.9,0.612,28.786,0.4042739895731172,1.111
54,supMAE,1,0.9,0.712,25.784,0.32349589790337285,0.884
54,supLP120,1,0.9,0.757,23.691,0.26703917475132016,0.775
54,supcon,1,0.9,0.853,21.466,0.25782997762863535,0.858
54,scratch,3,0.0,0.644,22.828,0.0,0.896
54,mae,3,0.0,0.616,23.772,0.0,0.964
54,supMAE,3,0.0,0.616,22.935,0.0,0.645
54,supLP120,3,0.0,0.688,21.012,0.0,0.624
54,supcon,3,0.0,0.67,21.398,0.0,0.626
54,scratch,3,0.9,0.796,21.865,0.29896177442189714,0.391
54,mae,3,0.9,0.754,23.385,0.4165341812400636,0.282
54,supMAE,3,0.9,0.767,21.842,0.33244956772334294,0.324
54,supLP120,3,0.9,0.933,17.593,0.24665150366439223,0.215
54,supcon,3,0.9,0.941,16.514,0.20293137908061293,0.148
55,scratch,1,0.0,0.775,20.216,0.0,1.092
55,mae,1,0.0,0.749,21.861,0.0,1.467
55,supMAE,1,0.0,0.853,19.004,0.0,1.268
55,supLP120,1,0.0,0.822,20.283,0.0,1.501
55,supcon,1,0.0,0.81,19.882,0.0,1.294
55,scratch,1,0.9,0.842,20.464,0.3356323171438507,0.49
55,mae,1,0.9,0.851,22.036,0.3611879216900785,0.778
55,supMAE,1,0.9,0.917,20.266,0.30801933492516453,0.605
55,supLP120,1,0.9,0.94,19.136,0.2675061425061425,0.632
55,supcon,1,0.9,0.924,18.674,0.26659661268389173,0.512
55,scratch,3,0.0,0.866,17.947,0.0,1.049
55,mae,3,0.0,0.814,19.158,0.0,1.046
55,supMAE,3,0.0,0.891,17.202,0.0,0.974
55,supLP120,3,0.0,0.916,16.626,0.0,0.982
55,supcon,3,0.0,0.855,18.053,0.0,0.991
55,scratch,3,0.9,0.902,18.941,0.28742004264392323,0.442
55,mae,3,0.9,0.83,21.337,0.357012042843665,0.346
55,supMAE,3,0.9,0.952,18.151,0.26611059623107813,0.442
55,supLP120,3,0.9,0.936,17.383,0.2321864167415586,0.215
55,supcon,3,0.9,0.96,16.67,0.20328173785956288,0.279
56,scratch,1,0.0,0.537,29.996,0.0,2.132
56,mae,1,0.0,0.454,34.095,0.0,2.625
56,supMAE,1,0.0,0.513,31.492,0.0,2.264
56,supLP120,1,0.0,0.513,30.835,0.0,2.145
56,supcon,1,0.0,0.634,27.526,0.0,2.242
56,scratch,1,0.9,0.768,25.015,0.340832524410438,1.214
56,mae,1,0.9,0.721,27.185,0.4538403041825095,1.5
56,supMAE,1,0.9,0.747,26.53,0.3436530761856426,1.419
56,supLP120,1,0.9,0.652,27.742,0.3094293383125219,0.988
56,supcon,1,0.9,0.896,22.445,0.3402061855670103,0.999
56,scratch,3,0.0,0.618,24.307,0.0,1.069
56,mae,3,0.0,0.75,21.788,0.0,1.396
56,supMAE,3,0.0,0.775,20.012,0.0,1.064
56,supLP120,3,0.0,0.889,17.09,0.0,0.93
56,supcon,3,0.0,0.82,19.18,0.0,1.1
56,scratch,3,0.9,0.89,20.595,0.31462247636830437,0.619
56,mae,3,0.9,0.855,22.901,0.4301005025125628,0.627
56,supMAE,3,0.9,0.921,20.104,0.30576191868967534,0.583
56,supLP120,3,0.9,0.971,17.118,0.24303317535545024,0.251
56,supcon,3,0.9,0.95,17.751,0.2484604750534121,0.299
57,scratch,1,0.0,0.417,32.672,0.0,1.304
57,mae,1,0.0,0.327,34.522,0.0,1.294
57,supMAE,1,0.0,0.392,31.289,0.0,1.243
57,supLP120,1,0.0,0.413,30.703,0.0,1.141
57,supcon,1,0.0,0.417,31.156,0.0,1.272
57,scratch,1,0.9,0.629,26.419,0.2694952720127717,0.651
57,mae,1,0.9,0.708,25.251,0.31789413118527043,0.597
57,supMAE,1,0.9,0.663,25.138,0.24722081859525014,0.542
57,supLP120,1,0.9,0.732,23.017,0.23499712404933853,0.47
57,supcon,1,0.9,0.692,23.344,0.21704106359290065,0.525
57,scratch,3,0.0,0.642,22.543,0.0,0.701
57,mae,3,0.0,0.531,25.249,0.0,0.583
57,supMAE,3,0.0,0.697,20.312,0.0,0.444
57,supLP120,3,0.0,0.784,18.601,0.0,0.627
57,supcon,3,0.0,0.731,20.002,0.0,0.654
57,scratch,3,0.9,0.854,19.312,0.25836245631552673,0.216
57,mae,3,0.9,0.825,21.32,0.31247102457116366,0.268
57,supMAE,3,0.9,0.844,19.243,0.2136056208549478,0.258
57,supLP120,3,0.9,0.906,16.398,0.14328550010708932,0.157
57,supcon,3,0.9,0.936,15.974,0.15028328611898017,0.198
58,scratch,1,0.0,0.575,26.982,0.0,1.574
58,mae,1,0.0,0.465,31.101,0.0,1.887
58,supMAE,1,0.0,0.55,26.934,0.0,1.458
58,supLP120,1,0.0,0.511,30.103,0.0,2.081
58,supcon,1,0.0,0.584,27.131,0.0,1.797
58,scratch,1,0.9,0.726,23.93,0.3062771834959445,0.692
58,mae,1,0.9,0.826,23.843,0.3638783269961977,1.011
58,supMAE,1,0.9,0.799,23.579,0.27975400940552275,0.971
58,supLP120,1,0.9,0.723,24.995,0.2920153000239063,0.881
58,supcon,1,0.9,0.803,22.849,0.2577882586570684,0.885
58,scratch,3,0.0,0.734,19.681,0.0,0.607
58,mae,3,0.0,0.702,22.434,0.0,1.238
58,supMAE,3,0.0,0.833,17.524,0.0,0.668
58,supLP120,3,0.0,0.894,17.119,0.0,0.973
58,supcon,3,0.0,0.865,17.249,0.0,0.783
58,scratch,3,0.9,0.894,18.892,0.2871810267187031,0.219
58,mae,3,0.9,0.852,22.203,0.4084826024294832,0.525
58,supMAE,3,0.9,0.963,17.427,0.28196284867187027,0.2
58,supLP120,3,0.9,0.973,17.18,0.2517332661036178,0.378
58,supcon,3,0.9,0.98,15.983,0.1962598029358536,0.228
59,scratch,1,0.0,0.311,35.736,0.0,1.312
59,mae,1,0.0,0.305,38.612,0.0,1.784
59,supMAE,1,0.0,0.329,35.727,0.0,1.589
59,supLP120,1,0.0,0.445,32.194,0.0,1.758
59,supcon,1,0.0,0.355,34.241,0.0,1.567
59,scratch,1,0.9,0.501,28.717,0.29599265830529214,0.644
59,mae,1,0.9,0.65,27.084,0.3673973957474864,0.701
59,supMAE,1,0.9,0.67,26.169,0.2778761061946903,0.908
59,supLP120,1,0.9,0.754,24.626,0.28619427611447773,0.973
59,supcon,1,0.9,0.633,26.654,0.2541167664670659,0.814
59,scratch,3,0.0,0.574,24.841,0.0,0.827
59,mae,3,0.0,0.487,28.802,0.0,1.274
59,supMAE,3,0.0,0.584,24.432,0.0,0.784
59,supLP120,3,0.0,0.586,24.728,0.0,0.956
59,supcon,3,0.0,0.542,25.543,0.0,0.861
59,scratch,3,0.9,0.797,20.463,0.282071762103711,0.269
59,mae,3,0.9,0.686,25.235,0.37522257594561054,0.394
59,supMAE,3,0.9,0.773,21.228,0.2397255923267484,0.235
59,supLP120,3,0.9,0.816,20.567,0.2418441971383148,0.434
59,supcon,3,0.9,0.842,19.341,0.19941251084852127,0.354
60,scratch,1,0.0,0.425,29.808,0.0,0.936
60,mae,1,0.0,0.389,31.943,0.0,1.001
60,supMAE,1,0.0,0.497,27.371,0.0,0.957
60,supLP120,1,0.0,0.328,34.542,0.0,1.134
60,supcon,1,0.0,0.375,31.653,0.0,0.691
60,scratch,1,0.9,0.741,22.535,0.24851996473107443,0.379
60,mae,1,0.9,0.562,28.301,0.2880597014925373,0.337
60,supMAE,1,0.9,0.856,19.537,0.21920219006648417,0.385
60,supLP120,1,0.9,0.611,25.945,0.25584141188168036,0.311
60,supcon,1,0.9,0.552,26.612,0.21526277897768178,0.211
60,scratch,3,0.0,0.669,21.087,0.0,0.529
60,mae,3,0.0,0.669,21.438,0.0,0.526
60,supMAE,3,0.0,0.764,18.38,0.0,0.42
60,supLP120,3,0.0,0.699,19.854,0.0,0.358
60,supcon,3,0.0,0.759,18.901,0.0,0.547
60,scratch,3,0.9,0.964,16.461,0.21978881501759875,0.193
60,mae,3,0.9,0.908,17.428,0.2575206818751567,0.164
60,supMAE,3,0.9,0.971,15.732,0.17167115344791883,0.215
60,supLP120,3,0.9,0.933,15.908,0.16060436485730273,0.064
60,supcon,3,0.9,0.882,17.437,0.1715114271904992,0.178
61,scratch,1,0.0,0.675,21.317,0.0,0.819
61,mae,1,0.0,0.521,25.735,0.0,0.945
61,supMAE,1,0.0,0.514,25.376,0.0,0.672
61,supLP120,1,0.0,0.502,27.199,0.0,0.873
61,supcon,1,0.0,0.597,23.722,0.0,0.834
61,scratch,1,0.9,0.802,20.899,0.2567021210424831,0.234
61,mae,1,0.9,0.712,24.083,0.32800682399772535,0.466
61,supMAE,1,0.9,0.666,23.652,0.24529493495010737,0.206
61,supLP120,1,0.9,0.744,21.541,0.2228137375835876,0.286
61,supcon,1,0.9,0.869,18.373,0.19735871824093315,0.332
61,scratch,3,0.0,0.676,20.282,0.0,0.394
61,mae,3,0.0,0.645,21.228,0.0,0.476
61,supMAE,3,0.0,0.666,20.383,0.0,0.301
61,supLP120,3,0.0,0.69,20.281,0.0,0.407
61,supcon,3,0.0,0.662,20.622,0.0,0.354
61,scratch,3,0.9,0.82,19.213,0.21682169527053582,0.109
61,mae,3,0.9,0.771,20.994,0.33926822241428983,0.133
61,supMAE,3,0.9,0.801,19.405,0.21374950612406163,0.093
61,supLP120,3,0.9,0.928,16.14,0.17886792452830189,0.075
61,supcon,3,0.9,0.933,15.509,0.14152766840861908,0.08
62,scratch,1,0.0,0.671,24.96,0.0,1.8
62,mae,1,0.0,0.496,29.94,0.0,1.78
62,supMAE,1,0.0,0.637,25.483,0.0,1.681
62,supLP120,1,0.0,0.519,28.099,0.0,1.193
62,supcon,1,0.0,0.62,25.998,0.0,1.626
62,scratch,1,0.9,0.831,22.3,0.33631639722863743,1.0
62,mae,1,0.9,0.664,26.648,0.3754673023785014,0.697
62,supMAE,1,0.9,0.801,22.433,0.2925806064964641,0.669
62,supLP120,1,0.9,0.68,24.986,0.25947684125904397,0.605
62,supcon,1,0.9,0.748,24.153,0.27277726856095325,0.896
62,scratch,3,0.0,0.697,22.626,0.0,1.262
62,mae,3,0.0,0.653,23.795,0.0,1.265
62,supMAE,3,0.0,0.749,20.702,0.0,0.994
62,supLP120,3,0.0,0.715,21.024,0.0,0.828
62,supcon,3,0.0,0.665,22.863,0.0,1.141
62,scratch,3,0.9,0.88,20.722,0.3159951017552044,0.631
62,mae,3,0.9,0.807,22.431,0.33715764017771777,0.47
62,supMAE,3,0.9,0.906,19.465,0.2424778761061947,0.595
62,supLP120,3,0.9,0.846,18.999,0.19366790165038733,0.358
62,supcon,3,0.9,0.867,19.124,0.21081721279115673,0.362
63,scratch,1,0.0,0.532,28.768,0.0,1.656
63,mae,1,0.0,0.447,31.098,0.0,1.786
63,supMAE,1,0.0,0.501,29.131,0.0,1.517
63,supLP120,1,0.0,0.507,28.456,0.0,1.232
63,supcon,1,0.0,0.597,26.704,0.0,1.548
63,scratch,1,0.9,0.802,23.361,0.293129045667795,0.874
63,mae,1,0.9,0.811,23.928,0.33536070282142255,0.917
63,supMAE,1,0.9,0.731,23.89,0.26507135826771655,0.598
63,supLP120,1,0.9,0.715,23.714,0.23243728748315903,0.509
63,supcon,1,0.9,0.84,21.129,0.22683809277684455,0.797
63,scratch,3,0.0,0.677,22.397,0.0,0.959
63,mae,3,0.0,0.678,22.807,0.0,1.069
63,supMAE,3,0.0,0.799,18.371,0.0,0.697
63,supLP120,3,0.0,0.858,17.433,0.0,0.791
63,supcon,3,0.0,0.826,18.451,0.0,0.897
63,scratch,3,0.9,0.843,20.335,0.2889356584485869,0.275
63,mae,3,0.9,0.826,21.352,0.38528348707989424,0.285
63,supMAE,3,0.9,0.904,18.407,0.23068013641335822,0.342
63,supLP120,3,0.9,0.927,16.456,0.17139896373056995,0.167
63,supcon,3,0.9,0.933,16.715,0.18533604887983707,0.195
64,scratch,1,0.0,0.377,32.611,0.0,1.337
64,mae,1,0.0,0.36,34.002,0.0,1.414
64,supMAE,1,0.0,0.34,34.01,0.0,1.15
64,supLP120,1,0.0,0.287,37.377,0.0,1.299
64,supcon,1,0.0,0.313,35.106,0.0,1.102
64,scratch,1,0.9,0.613,27.553,0.37091538628002596,0.523
64,mae,1,0.9,0.542,31.321,0.3798152618872678,0.589
64,supMAE,1,0.9,0.539,29.129,0.2924948086621181,0.518
64,supLP120,1,0.9,0.528,30.57,0.2998823529411765,0.77
64,supcon,1,0.9,0.563,28.907,0.28958196672431274,0.546
64,scratch,3,0.0,0.665,22.871,0.0,0.957
64,mae,3,0.0,0.376,30.701,0.0,0.807
64,supMAE,3,0.0,0.648,21.732,0.0,0.564
64,supLP120,3,0.0,0.513,25.936,0.0,0.632
64,supcon,3,0.0,0.593,24.073,0.0,0.771
64,scratch,3,0.9,0.898,19.801,0.3460042236300989,0.209
64,mae,3,0.9,0.726,23.889,0.4092920353982301,0.171
64,supMAE,3,0.9,0.927,18.233,0.2616868661884739,0.267
64,supLP120,3,0.9,0.729,21.853,0.24669324726283146,0.224
64,supcon,3,0.9,0.844,19.796,0.2419773403379961,0.259
65,scratch,1,0.0,0.578,28.876,0.0,2.332
65,mae,1,0.0,0.476,34.58,0.0,2.64
65,supMAE,1,0.0,0.594,29.096,0.0,2.432
65,supLP120,1,0.0,0.522,29.088,0.0,1.776
65,supcon,1,0.0,0.507,30.827,0.0,2.089
65,scratch,1,0.9,0.769,25.243,0.3314301865460712,1.091
65,mae,1,0.9,0.556,31.106,0.4274206203902286,1.543
65,supMAE,1,0.9,0.761,25.727,0.32153952364515015,1.195
65,supLP120,1,0.9,0.713,25.208,0.27358949416342415,0.84
65,supcon,1,0.9,0.634,28.097,0.27518412563150524,1.056
65,scratch,3,0.0,0.755,22.279,0.0,1.633
65,mae,3,0.0,0.648,24.386,0.0,1.422
65,supMAE,3,0.0,0.857,18.82,0.0,1.3
65,supLP120,3,0.0,0.849,18.606,0.0,1.142
65,supcon,3,0.0,0.842,19.236,0.0,1.312
65,scratch,3,0.9,0.96,20.218,0.3209045399620231,0.853
65,mae,3,0.9,0.817,21.405,0.45762196666497795,0.442
65,supMAE,3,0.9,0.931,19.634,0.3279778719397363,0.814
65,supLP120,3,0.9,0.986,17.661,0.2494976136649083,0.519
65,supcon,3,0.9,0.992,17.204,0.2459987397605545,0.418
66,scratch,1,0.0,0.487,30.588,0.0,1.736
66,mae,1,0.0,0.431,32.2,0.0,1.72
66,supMAE,1,0.0,0.588,26.918,0.0,1.646
66,supLP120,1,0.0,0.537,28.048,0.0,1.456
66,supcon,1,0.0,0.546,27.803,0.0,1.601
66,scratch,1,0.9,0.677,25.598,0.3223565131079582,0.837
66,mae,1,0.9,0.76,23.998,0.3824899598393574,0.621
66,supMAE,1,0.9,0.855,21.28,0.29621022524133,0.686
66,supLP120,1,0.9,0.677,25.265,0.27363304981773995,0.455
66,supcon,1,0.9,0.694,24.687,0.2670031390410537,0.66
66,scratch,3,0.0,0.588,24.581,0.0,0.907
66,mae,3,0.0,0.602,24.247,0.0,1.049
66,supMAE,3,0.0,0.689,20.837,0.0,0.679
66,supLP120,3,0.0,0.845,17.694,0.0,0.798
66,supcon,3,0.0,0.732,20.73,0.0,0.91
66,scratch,3,0.9,0.755,21.956,0.29599518217404397,0.297
66,mae,3,0.9,0.807,22.417,0.3430051236355536,0.407
66,supMAE,3,0.9,0.874,19.153,0.231809401159047,0.401
66,supLP120,3,0.9,0.91,17.187,0.19125388041571062,0.203
66,supcon,3,0.9,0.909,17.406,0.1894743962659812,0.281
67,scratch,1,0.0,0.42,32.366,0.0,1.462
67,mae,1,0.0,0.461,31.442,0.0,1.774
67,supMAE,1,0.0,0.497,29.073,0.0,1.351
67,supLP120,1,0.0,0.528,27.588,0.0,1.256
67,supcon,1,0.0,0.522,28.165,0.0,1.315
67,scratch,1,0.9,0.607,27.454,0.3984166098673518,0.447
67,mae,1,0.9,0.655,27.934,0.4084727215882445,1.061
67,supMAE,1,0.9,0.787,23.445,0.3132537105751391,0.719
67,supLP120,1,0.9,0.647,26.016,0.24882156998303062,0.695
67,supcon,1,0.9,0.775,22.791,0.2668964668226025,0.655
67,scratch,3,0.0,0.647,23.894,0.0,1.158
67,mae,3,0.0,0.736,20.389,0.0,0.863
67,supMAE,3,0.0,0.765,19.095,0.0,0.665
67,supLP120,3,0.0,0.837,17.15,0.0,0.55
67,supcon,3,0.0,0.768,19.01,0.0,0.63
67,scratch,3,0.9,0.802,22.667,0.3416980813593653,0.538
67,mae,3,0.9,0.769,22.006,0.41526087637750037,0.213
67,supMAE,3,0.9,0.879,19.706,0.2985083496761158,0.393
67,supLP120,3,0.9,0.903,17.756,0.21619141265158964,0.247
