test_subject,mode,prior,k,eval_samples,final_acc
cx,quat,supcon,0,286,46.503
cx,quat,supcon,1,264,42.424
cx,quat,supcon,3,220,49.091
cyy,quat,supcon,0,220,52.727
cyy,quat,supcon,1,198,50.0
cyy,quat,supcon,3,154,55.844
myj,quat,supcon,0,220,46.818
myj,quat,supcon,1,198,44.949
myj,quat,supcon,3,154,50.649
qyh,quat,supcon,0,241,46.058
qyh,quat,supcon,1,219,51.142
qyh,quat,supcon,3,175,50.286
zyh,quat,supcon,0,198,62.626
zyh,quat,supcon,1,176,57.386
zyh,quat,supcon,3,132,60.606
