test_subject,mode,prior,k,eval_samples,final_acc
cx,quat,mae,0,286,46.853
cx,quat,mae,1,264,43.939
cx,quat,mae,3,220,49.091
cyy,quat,mae,0,220,61.364
cyy,quat,mae,1,198,60.101
cyy,quat,mae,3,154,67.532
myj,quat,mae,0,220,51.364
myj,quat,mae,1,198,49.495
myj,quat,mae,3,154,55.195
qyh,quat,mae,0,241,55.602
qyh,quat,mae,1,219,58.447
qyh,quat,mae,3,175,54.286
zyh,quat,mae,0,198,65.152
zyh,quat,mae,1,176,67.045
zyh,quat,mae,3,132,68.939
