test_subject,method,k,calibration_mode,calib_samples,eval_samples,final_acc,final_macro_f1,best_diag_acc,best_diag_macro_f1,best_diag_epoch,base_ckpt,pretrained_ckpt,calibration_ckpt
s1,scratch,0,none,0,107,85.046729,0.829394,85.046729,0.829394,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_scratch_baseFull_bestVal.pth,,
s1,scratch,1,head_only,27,80,93.750000,0.933157,93.750000,0.925220,3,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_scratch_k1_head_only_last.pth
s1,scratch,3,head_only,81,26,96.153846,0.948718,96.153846,0.948718,2,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_scratch_k3_head_only_last.pth
s1,supLP120,0,none,0,107,86.915888,0.860553,86.915888,0.860553,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,
s1,supLP120,1,head_only,27,80,92.500000,0.916931,95.000000,0.943210,18,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supLP120_k1_head_only_last.pth
s1,supLP120,3,head_only,81,26,100.000000,1.000000,100.000000,1.000000,4,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supLP120_k3_head_only_last.pth
s1,supMAE,0,none,0,107,82.242991,0.800059,82.242991,0.800059,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,
s1,supMAE,1,head_only,27,80,98.750000,0.987302,98.750000,0.987302,22,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supMAE_k1_head_only_last.pth
s1,supMAE,3,head_only,81,26,100.000000,1.000000,100.000000,1.000000,21,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supMAE_k3_head_only_last.pth
s1,mae,0,none,0,107,82.242991,0.795468,82.242991,0.795468,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,
s1,mae,1,head_only,27,80,91.250000,0.897443,92.500000,0.910141,8,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_mae_k1_head_only_last.pth
