test_subject,method,init,train_samples,val_samples,best_epoch,best_val_acc,final_val_acc,final_val_macro_f1,base_ckpt,pretrained_ckpt,note
s1,scratch,scratch,594,160,39,96.875000,96.875000,0.968697,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
s1,supLP120,pretrained,594,160,15,96.250000,96.250000,0.962845,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
s1,supMAE,pretrained,594,160,34,97.500000,97.500000,0.974388,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
s1,mae,pretrained,594,160,21,96.875000,96.250000,0.962679,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
s1,supcon,pretrained,594,160,11,97.500000,97.500000,0.975025,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s1_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
s2,scratch,scratch,594,159,44,98.113208,97.484277,0.974981,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s2_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
s2,supLP120,pretrained,594,159,14,96.226415,96.226415,0.959074,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s2_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
s2,supMAE,pretrained,594,159,42,98.113208,98.113208,0.981743,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s2_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
s2,mae,pretrained,594,159,79,95.597484,94.968553,0.949184,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s2_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
s2,supcon,pretrained,594,159,13,97.484277,96.855346,0.968445,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s2_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
s3,scratch,scratch,594,159,38,94.339623,93.710692,0.936595,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s3_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
s3,supLP120,pretrained,594,159,14,96.855346,96.855346,0.967729,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s3_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
s3,supMAE,pretrained,594,159,22,97.484277,96.855346,0.968579,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s3_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
s3,mae,pretrained,594,159,20,95.597484,94.968553,0.949070,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s3_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
s3,supcon,pretrained,594,159,11,96.855346,96.855346,0.967858,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s3_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
s4,scratch,scratch,594,159,58,94.968553,94.968553,0.945095,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s4_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
s4,supLP120,pretrained,594,159,71,95.597484,95.597484,0.954006,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s4_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
s4,supMAE,pretrained,594,159,47,97.484277,96.855346,0.967874,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s4_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
s4,mae,pretrained,594,159,22,95.597484,94.968553,0.945672,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s4_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
s4,supcon,pretrained,594,159,11,98.742138,98.742138,0.987568,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s4_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
s5,scratch,scratch,594,159,74,93.710692,93.081761,0.929437,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/UTD-skeleton-LOSO-seed44/models/s5_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
