test_subject,method,init,train_samples,val_samples,best_epoch,best_val_acc,final_val_acc,final_val_macro_f1,base_ckpt,pretrained_ckpt,note
sub10,scratch,scratch,861,218,14,99.541284,99.541284,0.994934,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
sub10,supLP120,pretrained,861,218,12,98.623853,98.623853,0.986326,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
sub10,supMAE,pretrained,861,218,49,100.000000,99.541284,0.994934,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
sub10,mae,pretrained,861,218,11,99.082569,98.623853,0.985969,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
sub10,supcon,pretrained,861,218,11,99.541284,99.541284,0.996269,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
sub11,scratch,scratch,837,209,21,100.000000,100.000000,1.000000,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub11_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
sub11,supLP120,pretrained,837,209,6,99.521531,99.521531,0.994652,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub11_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
sub11,supMAE,pretrained,837,209,14,99.043062,99.043062,0.989230,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub11_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
sub11,mae,pretrained,837,209,10,98.564593,98.564593,0.984035,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub11_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
sub11,supcon,pretrained,837,209,8,100.000000,100.000000,1.000000,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub11_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"source supervised contrastive (SupCon), NTU-120"
sub7,scratch,scratch,827,206,23,98.543689,98.543689,0.984179,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub7_scratch_baseFull_bestVal.pth,,"random init, then base-trained on 4 subjects"
sub7,supLP120,pretrained,827,206,7,98.543689,98.543689,0.984300,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub7_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,source supervised NTU-120
sub7,supMAE,pretrained,827,206,35,100.000000,99.029126,0.988148,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub7_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,hybrid supervised + MAE checkpoint used by active LOSO scripts
sub7,mae,pretrained,827,206,14,98.058252,97.572816,0.974011,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub7_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,source MAE geodesic
