test_subject,method,k,calibration_mode,calib_samples,eval_samples,final_acc,final_macro_f1,best_diag_acc,best_diag_macro_f1,best_diag_epoch,base_ckpt,pretrained_ckpt,calibration_ckpt
sub10,scratch,0,none,0,500,60.800000,0.528188,60.800000,0.528188,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_scratch_baseFull_bestVal.pth,,
sub10,scratch,1,head_only,22,478,78.033473,0.739547,78.451883,0.747036,27,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_scratch_k1_head_only_last.pth
sub10,scratch,3,head_only,66,434,91.935484,0.895768,92.165899,0.903286,26,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_scratch_k3_head_only_last.pth
sub10,supLP120,0,none,0,500,59.600000,0.502528,59.600000,0.502528,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,
sub10,supLP120,1,head_only,22,478,78.242678,0.763864,78.870293,0.773276,25,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supLP120_k1_head_only_last.pth
sub10,supLP120,3,head_only,66,434,92.857143,0.917312,93.087558,0.919333,24,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supLP120_k3_head_only_last.pth
sub10,supMAE,0,none,0,500,56.800000,0.462401,56.800000,0.462401,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,
sub10,supMAE,1,head_only,22,478,79.916318,0.782174,79.916318,0.782174,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supMAE_k1_head_only_last.pth
sub10,supMAE,3,head_only,66,434,92.857143,0.913938,93.317972,0.923741,26,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_supMAE_k3_head_only_last.pth
sub10,mae,0,none,0,500,51.000000,0.421955,51.000000,0.421955,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N2/models/sub10_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,
