test_subject,method,k,calibration_mode,calib_samples,eval_samples,final_acc,final_macro_f1,best_diag_acc,best_diag_macro_f1,best_diag_epoch,base_ckpt,pretrained_ckpt,calibration_ckpt
sub10,scratch,0,none,0,500,4.200000,0.004224,4.200000,0.004224,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_scratch_baseFull_bestVal.pth,,
sub10,scratch,1,head_only,22,478,64.644351,0.603888,66.108787,0.605066,21,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_scratch_k1_head_only_last.pth
sub10,scratch,3,head_only,66,434,79.953917,0.815342,79.953917,0.815342,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_scratch_k3_head_only_last.pth
sub10,supLP120,0,none,0,500,3.800000,0.029724,3.800000,0.029724,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,
sub10,supLP120,1,head_only,22,478,75.523013,0.722305,76.150628,0.731832,15,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_supLP120_k1_head_only_last.pth
sub10,supLP120,3,head_only,66,434,89.170507,0.894438,89.400922,0.897373,26,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_supLP120_k3_head_only_last.pth
sub10,supMAE,0,none,0,500,3.600000,0.015809,3.600000,0.015809,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,
sub10,supMAE,1,head_only,22,478,66.527197,0.642724,67.782427,0.651969,23,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_supMAE_k1_head_only_last.pth
sub10,supMAE,3,head_only,66,434,82.027650,0.817698,82.027650,0.817698,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_supMAE_k3_head_only_last.pth
sub10,mae,0,none,0,500,8.400000,0.020941,8.400000,0.020941,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling/N0/models/sub10_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,
