test_subject,mode,prior,k,eval_samples,final_acc
cx,quat,supMAE,0,286,46.154
cx,quat,supMAE,1,264,45.455
cx,quat,supMAE,3,220,52.273
cyy,quat,supMAE,0,220,62.273
cyy,quat,supMAE,1,198,63.131
cyy,quat,supMAE,3,154,62.987
myj,quat,supMAE,0,220,54.545
myj,quat,supMAE,1,198,47.98
myj,quat,supMAE,3,154,55.195
qyh,quat,supMAE,0,241,57.261
qyh,quat,supMAE,1,219,59.361
qyh,quat,supMAE,3,175,56.571
zyh,quat,supMAE,0,198,72.727
zyh,quat,supMAE,1,176,62.5
zyh,quat,supMAE,3,132,70.455
