test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,supcon,0,286,84.266
cx,dual,supcon,1,264,86.742
cx,dual,supcon,3,220,90.455
cyy,dual,supcon,0,220,89.091
cyy,dual,supcon,1,198,87.374
cyy,dual,supcon,3,154,90.26
myj,dual,supcon,0,220,65.909
myj,dual,supcon,1,198,79.798
myj,dual,supcon,3,154,81.818
qyh,dual,supcon,0,241,84.647
qyh,dual,supcon,1,219,87.671
qyh,dual,supcon,3,175,88.571
zyh,dual,supcon,0,198,92.929
zyh,dual,supcon,1,176,92.614
zyh,dual,supcon,3,132,96.97
