test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,mae,0,286,2.797
cx,dual,mae,1,264,39.773
cx,dual,mae,3,220,46.364
cyy,dual,mae,0,220,2.273
cyy,dual,mae,1,198,35.354
cyy,dual,mae,3,154,54.545
myj,dual,mae,0,220,2.273
myj,dual,mae,1,198,28.283
myj,dual,mae,3,154,53.247
qyh,dual,mae,0,241,2.075
qyh,dual,mae,1,219,29.68
qyh,dual,mae,3,175,36.0
zyh,dual,mae,0,198,2.525
zyh,dual,mae,1,176,36.364
zyh,dual,mae,3,132,66.667
