test_subject,method,k,calibration_mode,calib_samples,eval_samples,final_acc,final_macro_f1,best_diag_acc,best_diag_macro_f1,best_diag_epoch,base_ckpt,pretrained_ckpt,calibration_ckpt
cx,scratch,0,none,0,286,85.314685,0.839624,85.314685,0.839624,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_scratch_baseFull_bestVal.pth,,
cx,scratch,1,head_only,22,264,85.606061,0.845569,87.878788,0.870421,6,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_scratch_k1_head_only_last.pth
cx,scratch,3,head_only,66,220,95.454545,0.953003,95.454545,0.952732,26,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_scratch_k3_head_only_last.pth
cx,supLP120,0,none,0,286,93.356643,0.932136,93.356643,0.932136,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,
cx,supLP120,1,head_only,22,264,94.318182,0.942883,94.318182,0.942883,29,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_supLP120_k1_head_only_last.pth
cx,supLP120,3,head_only,66,220,95.909091,0.958640,96.363636,0.963407,29,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_supLP120_k3_head_only_last.pth
cx,supMAE,0,none,0,286,85.664336,0.847092,85.664336,0.847092,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,
cx,supMAE,1,head_only,22,264,88.257576,0.878677,89.015152,0.888226,10,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_supMAE_k1_head_only_last.pth
cx,supMAE,3,head_only,66,220,87.727273,0.873159,89.090909,0.880522,10,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_supMAE_k3_head_only_last.pth
cx,mae,0,none,0,286,88.461538,0.874267,88.461538,0.874267,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/CZU-skeleton-LOSO-seed43/models/cx_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,
