test_subject,mode,prior,k,eval_samples,final_acc
cx,raw,scratch,0,286,88.811
cx,raw,scratch,1,264,94.697
cx,raw,scratch,3,220,98.182
cyy,raw,scratch,0,220,86.364
cyy,raw,scratch,1,198,87.374
cyy,raw,scratch,3,154,96.753
myj,raw,scratch,0,220,66.818
myj,raw,scratch,1,198,84.848
myj,raw,scratch,3,154,94.156
qyh,raw,scratch,0,241,82.158
qyh,raw,scratch,1,219,89.954
qyh,raw,scratch,3,175,92.571
zyh,raw,scratch,0,198,87.374
zyh,raw,scratch,1,176,93.182
zyh,raw,scratch,3,132,96.97
