test_subject,mode,prior,k,eval_samples,final_acc
cx,dual,mae,0,286,83.217
cx,dual,mae,1,264,81.818
cx,dual,mae,3,220,84.545
cyy,dual,mae,0,220,80.455
cyy,dual,mae,1,198,85.354
cyy,dual,mae,3,154,90.909
myj,dual,mae,0,220,82.273
myj,dual,mae,1,198,89.899
myj,dual,mae,3,154,91.558
qyh,dual,mae,0,241,82.988
qyh,dual,mae,1,219,84.018
qyh,dual,mae,3,175,86.286
zyh,dual,mae,0,198,87.879
zyh,dual,mae,1,176,85.227
zyh,dual,mae,3,132,89.394
