test_subject,mode,prior,k,eval_samples,final_acc
cx,quat,supcon,0,286,44.755
cx,quat,supcon,1,264,40.909
cx,quat,supcon,3,220,45.909
cyy,quat,supcon,0,220,55.909
cyy,quat,supcon,1,198,54.04
cyy,quat,supcon,3,154,59.74
myj,quat,supcon,0,220,52.273
myj,quat,supcon,1,198,43.939
myj,quat,supcon,3,154,50.0
qyh,quat,supcon,0,241,47.303
qyh,quat,supcon,1,219,52.511
qyh,quat,supcon,3,175,54.857
zyh,quat,supcon,0,198,71.717
zyh,quat,supcon,1,176,65.341
zyh,quat,supcon,3,132,72.727
