test_subject,method,k,calibration_mode,calib_samples,eval_samples,final_acc,final_macro_f1,best_diag_acc,best_diag_macro_f1,best_diag_epoch,base_ckpt,pretrained_ckpt,calibration_ckpt
sub10,scratch,0,none,0,500,55.600000,0.486780,55.600000,0.486780,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_scratch_baseFull_bestVal.pth,,
sub10,scratch,1,head_only,22,478,85.355649,0.839295,85.355649,0.839295,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_scratch_k1_head_only_last.pth
sub10,scratch,3,head_only,66,434,94.700461,0.935091,94.930876,0.939308,26,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_scratch_k3_head_only_last.pth
sub10,supLP120,0,none,0,500,51.800000,0.408292,51.800000,0.408292,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,
sub10,supLP120,1,head_only,22,478,85.983264,0.844816,87.656904,0.853290,15,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supLP120_k1_head_only_last.pth
sub10,supLP120,3,head_only,66,434,90.783410,0.910835,90.783410,0.910835,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supLP120_baseFull_bestVal.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supLP120_k3_head_only_last.pth
sub10,supMAE,0,none,0,500,51.400000,0.439838,51.400000,0.439838,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,
sub10,supMAE,1,head_only,22,478,88.075314,0.863118,88.075314,0.863118,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supMAE_k1_head_only_last.pth
sub10,supMAE,3,head_only,66,434,93.778802,0.923809,94.700461,0.933774,25,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supMAE_baseFull_bestVal.pth,trained_models/SUPMAE/supmae_best.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supMAE_k3_head_only_last.pth
sub10,mae,0,none,0,500,50.200000,0.443473,50.200000,0.443473,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,
sub10,mae,1,head_only,22,478,86.192469,0.838748,86.192469,0.836341,26,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_mae_k1_head_only_last.pth
sub10,mae,3,head_only,66,434,93.317972,0.921735,93.317972,0.921735,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_mae_baseFull_bestVal.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_mae_k3_head_only_last.pth
sub10,supcon,0,none,0,500,58.200000,0.474986,58.200000,0.474986,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,
sub10,supcon,1,head_only,22,478,85.355649,0.831632,85.774059,0.840729,20,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supcon_k1_head_only_last.pth
sub10,supcon,3,head_only,66,434,94.239631,0.930182,94.239631,0.930182,29,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supcon_baseFull_bestVal.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub10_supcon_k3_head_only_last.pth
sub11,scratch,0,none,0,533,50.844278,0.421558,50.844278,0.421558,0,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub11_scratch_baseFull_bestVal.pth,,
sub11,scratch,1,head_only,22,511,76.908023,0.759354,77.690802,0.769381,25,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub11_scratch_baseFull_bestVal.pth,,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/A2-subjectScaling-seed44/N3/models/sub11_scratch_k1_head_only_last.pth
